League,Season,Team,Sequence,n,n1,n2,k,k1,k2,c1,c2,c3,n1*,c1*,n2*,c2*
Premier_League,2014,Man United,"[0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1]",28,14,14,20,10,10,1.6668659918797977,2.0,1.663893510815308,4.0,75.7373532189417,4.0,75.7373532189417
Premier_League,2014,Newcastle,"[0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",29,15,14,10,7,3,4.298108362791285,13.067995015264994,6.692544505420961,10.0,45.26633666803524,10.0,45.26633666803524
Premier_League,2014,QPR,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",32,16,16,8,5,3,2.4692143901991512,4.828396632130076,2.865329512893983,16.0,4.828396632130076,16.0,4.828396632130076
Premier_League,2014,Southampton,"[0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0]",32,16,16,18,10,8,2.517949205927246,4.2013850488496525,2.5510204081632653,5.0,26.57217308318732,5.0,26.57217308318732
Premier_League,2014,Stoke,"[0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1]",29,15,14,15,7,8,1.33658175102202,1.401193276930233,1.2150668286755772,7.0,3.390543373121946,7.0,3.390543373121946
Premier_League,2014,Sunderland,"[0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0]",21,11,10,7,3,4,1.2708548553719,1.366710012733838,1.1737089201877935,1.0,4.2669708623537606,1.0,4.2669708623537606
Premier_League,2014,Swansea,"[1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0]",30,15,15,16,8,8,1.6683818641526431,2.0,1.5220700152207,2.0,17.006615446635898,2.0,17.006615446635898
Premier_League,2014,Tottenham,"[1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1]",31,16,15,19,10,9,1.7978820450629376,2.2562155527070686,1.6501650165016502,8.0,4.478525554041387,8.0,4.478525554041387
Premier_League,2014,West Brom,"[0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0]",27,14,13,11,4,7,1.1207238255659844,1.0999339125778371,1.042752867570386,1.0,5.023381836604571,1.0,5.023381836604571
Premier_League,2014,West Ham,"[0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",27,14,13,12,9,3,10.022991290418943,63.88124363639353,26.102845210127903,11.0,87.79749651122054,11.0,87.79749651122054
Premier_League,2015,Arsenal,"[0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1]",27,14,13,20,11,9,2.238201664125662,3.4482962377163235,2.145922746781116,13.0,3.4482962377163235,13.0,3.4482962377163235
Premier_League,2015,Aston Villa,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",30,15,15,3,1,2,1.2255819181281231,1.3724975073949208,1.1210762331838564,12.0,14.701868730438614,12.0,14.701868730438614
Premier_League,2015,Bournemouth,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0]",29,15,14,11,5,6,1.3381468479420802,1.4258931511871338,1.2121212121212122,4.0,21.692230334690997,4.0,21.692230334690997
Premier_League,2015,Chelsea,"[0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0]",24,12,12,12,4,8,1.0787463787200422,1.0540020228102087,1.019367991845056,4.0,7.317385186919355,4.0,7.317385186919355
Premier_League,2015,Crystal Palace,"[1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",29,15,14,11,9,2,18.233382512753504,178.0093914426987,70.47216349541931,14.0,178.0093914426987,14.0,178.0093914426987
Premier_League,2015,Everton,"[1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]",24,12,12,11,6,5,1.9867909498578888,2.932355002629788,1.99203187250996,8.0,13.559193345420592,8.0,13.559193345420592
Premier_League,2015,Leicester,"[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]",26,13,13,23,11,12,1.2549350830181452,1.3692202080625515,1.1312217194570136,9.0,1.923853450988581,9.0,1.923853450988581
Premier_League,2015,Liverpool,"[1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1]",26,13,13,16,8,8,1.6573792268189893,2.0,1.492537313432836,2.0,2.7509948126749837,2.0,2.7509948126749837
Premier_League,2015,Man City,"[1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0]",29,15,14,19,10,9,1.7822531048924324,2.2402141126481725,1.7006802721088434,1.0,12.447448585933154,1.0,12.447448585933154
Premier_League,2015,Man United,"[1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1]",29,15,14,19,10,9,1.7822531048924324,2.2402141126481725,1.680672268907563,2.0,3.1630283000291386,2.0,3.1630283000291386
Premier_League,2015,Newcastle,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1]",28,14,14,9,4,5,1.3819950543360615,1.5217617602932303,1.2578616352201255,9.0,1.8622596982186466,9.0,1.8622596982186466
Premier_League,2015,Norwich,"[0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0]",31,16,15,9,6,3,3.068932870970817,7.057396640661866,3.861003861003861,15.0,7.0573966406618664,15.0,7.0573966406618664
Premier_League,2015,Southampton,"[0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1]",29,15,14,18,7,11,1.0580269137100595,1.0399460889896046,1.016260162601626,10.0,1.3541824716287296,10.0,1.3541824716287296
Premier_League,2015,Stoke,"[0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1]",29,15,14,14,8,6,2.2392671791806773,3.492564201602757,2.2988505747126435,5.0,12.175174512200078,5.0,12.175174512200078
Premier_League,2015,Sunderland,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1]",26,13,13,9,3,6,1.1404595918962377,1.1212023997753855,1.0493179433368311,8.0,1.1571693087841528,8.0,1.1571693087841528
Premier_League,2015,Swansea,"[1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1]",27,14,13,12,4,8,1.0689553436212915,1.044374195426154,1.0121457489878545,4.0,1.6786543852326954,4.0,1.6786543852326954
Premier_League,2015,Tottenham,"[0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0]",25,13,12,19,10,9,1.7308507224448817,2.1967338249334194,1.6051364365971108,2.0,229.96993339030564,2.0,229.96993339030564
Premier_League,2015,Watford,"[0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0]",29,15,14,12,8,4,4.083455123877158,11.358749492184556,6.023007890140336,9.0,12.5014448471005,9.0,12.5014448471005
Premier_League,2015,West Brom,"[0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]",25,13,12,10,5,5,1.503287936727688,1.770193161216196,1.394700139470014,5.0,48.51209365617496,5.0,48.51209365617496
Premier_League,2015,West Ham,"[1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0]",24,12,12,16,8,8,1.6476491652327578,2.0,1.4792899408284024,1.0,13.462413204579098,1.0,13.462413204579098
Premier_League,2016,Arsenal,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1]",32,16,16,23,13,10,3.571313322894905,8.396836156385978,4.784688995215311,15.0,12.462226399303296,15.0,12.462226399303296
Premier_League,2016,Bournemouth,"[0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1]",28,14,14,12,6,6,1.6379481654980252,2.0,1.572327044025157,12.0,2.1924551916266153,12.0,2.1924551916266153
Premier_League,2016,Burnley,"[0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",31,16,15,11,6,5,1.823279495300805,2.473584629491664,1.838235294117647,10.0,9.357567034996244,10.0,9.357567034996244
Premier_League,2016,Chelsea,"[1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1]",35,18,17,30,16,14,2.24114546229291,3.443775437325638,2.1141649048625792,10.0,3.6955399907297224,10.0,3.6955399907297224
Premier_League,2016,Crystal Palace,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0]",33,17,16,12,4,8,1.091539404984888,1.060530004704593,1.0235414534288638,5.0,4.890723634004548,5.0,4.890723634004548
Premier_League,2016,Everton,"[1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]",28,14,14,17,8,9,1.4245592388561574,1.537032106784853,1.277139208173691,4.0,17.517898681205654,4.0,17.517898681205654
Premier_League,2016,Hull,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0]",31,16,15,9,3,6,1.1281393102293154,1.1066290067162186,1.0395010395010396,3.0,8.205080455341603,3.0,8.205080455341603
Premier_League,2016,Leicester,"[0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0]",30,15,15,12,5,7,1.2708146454542482,1.2953842236711035,1.1325028312570782,2.0,8.620774241736095,2.0,8.620774241736095
Premier_League,2016,Liverpool,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1]",28,14,14,22,12,10,2.843482019820793,5.602534042157461,2.849002849002849,13.0,7.629941548117953,13.0,7.629941548117953
Premier_League,2016,Man City,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]",29,15,14,23,12,11,1.731660653462399,2.1635809693258823,1.6103059581320451,14.0,2.1635809693258823,14.0,2.1635809693258823
Premier_League,2016,Man United,"[1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1]",23,12,11,18,9,9,1.3765631932241689,1.529172399526806,1.236093943139679,3.0,46.449651704130886,3.0,46.449651704130886
Premier_League,2016,Middlesbrough,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",25,13,12,5,4,1,3.637978807091711,12.408657587544567,5.235602094240837,12.0,12.408657587544567,12.0,12.408657587544567
Premier_League,2016,Southampton,"[0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0]",28,14,14,12,6,6,1.6379481654980252,2.0,1.5408320493066257,5.0,7.859221840131032,5.0,7.859221840131032
Premier_League,2016,Stoke,"[0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]",27,14,13,11,6,5,1.8100308448907696,2.4499781008658434,1.845018450184502,8.0,7.140894966680282,8.0,7.140894966680282
Premier_League,2016,Sunderland,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",32,16,16,6,4,2,2.501353158717468,5.478997645669047,2.915451895043732,12.0,8.256335984434584,12.0,8.256335984434584
Premier_League,2016,Swansea,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1]",33,17,16,12,4,8,1.091539404984888,1.060530004704593,1.034126163391934,9.0,1.3836643459394173,9.0,1.3836643459394173
Premier_League,2016,Tottenham,"[1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]",30,15,15,26,13,13,1.630363234410403,2.0,1.4104372355430184,4.0,4.339067910176157,4.0,4.339067910176157
Premier_League,2016,Watford,"[0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0]",31,16,15,11,6,5,1.823279495300805,2.473584629491664,1.9157088122605364,6.0,46.41811193571364,6.0,46.41811193571364
Premier_League,2016,West Brom,"[1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",29,15,14,12,8,4,4.083455123877158,11.358749492184556,5.847953216374269,7.0,186.79983734461047,7.0,186.79983734461047
Premier_League,2016,West Ham,"[0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1]",29,15,14,12,6,6,1.5298926367629486,1.7792767844805109,1.443001443001443,9.0,3.603045625712696,9.0,3.603045625712696
Premier_League,2017,Arsenal,"[1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1]",32,16,16,19,11,8,3.312685596589562,7.1370880892901445,4.504504504504505,16.0,7.1370880892901445,16.0,7.1370880892901445
Premier_League,2017,Bournemouth,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1]",27,14,13,11,4,7,1.1207238255659844,1.0999339125778371,1.0395010395010396,8.0,2.4271383355866454,8.0,2.4271383355866454
Premier_League,2017,Brighton,"[0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0]",25,13,12,9,5,4,1.8045939709170185,2.5330520271144654,1.6920473773265652,6.0,7.75923775003163,6.0,7.75923775003163
Premier_League,2017,Burnley,"[1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0]",26,13,13,14,9,5,4.952093938005713,17.303747393331143,8.43810648890389,3.0,42.8356469271377,3.0,42.8356469271377
Premier_League,2017,Chelsea,"[0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0]",31,16,15,21,12,9,2.8786667255329395,5.3770815054009695,3.278688524590164,12.0,21.487132735301053,12.0,21.487132735301053
Premier_League,2017,Crystal Palace,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1]",27,14,13,11,4,7,1.1207238255659844,1.0999339125778371,1.0493179433368311,11.0,1.514422559965116,11.0,1.514422559965116
Premier_League,2017,Everton,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0]",28,14,14,13,7,6,1.989561902152212,2.837933762005624,2.05761316872428,1.0,5.828984134375285,1.0,5.828984134375285
Premier_League,2017,Huddersfield,"[1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]",28,14,14,9,5,4,1.945292882465108,2.916583536972889,1.941747572815534,2.0,6.400790708313101,2.0,6.400790708313101
Premier_League,2017,Leicester,"[0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0]",27,14,13,12,7,5,2.2576231382650804,3.659049460573796,2.487562189054726,6.0,16.596495427278338,6.0,16.596495427278338
Premier_League,2017,Liverpool,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1]",26,13,13,21,11,10,2.1288119673002748,3.232288800021739,1.9455252918287935,2.0,7.984728915963079,2.0,7.984728915963079
Premier_League,2017,Man City,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]",34,17,17,32,17,15,3.7860363457625343,13.801405160360831,4.219409282700422,14.0,24.554732480187262,14.0,24.554732480187262
Premier_League,2017,Man United,"[1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1]",32,16,16,25,13,12,2.098588891053849,2.9898527317005703,1.953125,5.0,6.997025222606136,5.0,6.997025222606136
Premier_League,2017,Newcastle,"[0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1]",30,15,15,12,4,8,1.1050302623732664,1.0729827456147285,1.0309278350515465,5.0,6.302974375068753,5.0,6.302974375068753
Premier_League,2017,Southampton,"[1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0]",23,12,11,7,4,3,1.7959676272013094,2.6583380892469943,1.718213058419244,1.0,4.009237287244581,1.0,4.009237287244581
Premier_League,2017,Stoke,"[0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",26,13,13,7,4,3,1.9231719424486764,3.0377264526688803,2.044989775051125,7.0,5.292504741825898,7.0,5.292504741825898
Premier_League,2017,Swansea,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0]",29,15,14,8,3,5,1.194241822627874,1.207791234343046,1.098901098901099,6.0,22.32756011649597,6.0,22.32756011649597
Premier_League,2017,Tottenham,"[1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1]",30,15,15,23,10,13,1.1153424241769885,1.108230375501664,1.02880658436214,5.0,5.980368871031851,5.0,5.980368871031851
Premier_League,2017,Watford,"[1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0]",30,15,15,11,6,5,1.961585401075573,2.837740117733259,1.941747572815534,7.0,12.460568049363992,7.0,12.460568049363992
Premier_League,2017,West Brom,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]",25,13,12,6,3,3,1.471641631193095,1.8356077008650071,1.392757660167131,1.0,3.5318243702710452,1.0,3.5318243702710452
Premier_League,2017,West Ham,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1]",26,13,13,10,4,6,1.2421188280651394,1.2659130648831014,1.1198208286674132,8.0,2.113195329513554,8.0,2.113195329513554
Premier_League,2018,Arsenal,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1]",31,16,15,21,12,9,2.8786667255329395,5.3770815054009695,3.154574132492113,6.0,44.770898851243864,6.0,44.770898851243864
Premier_League,2018,Bournemouth,"[1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0]",32,16,16,13,8,5,3.22067788407627,7.1370880892901445,4.184100418410042,11.0,7.527771556986692,11.0,7.527771556986692
Premier_League,2018,Brighton,"[0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",29,15,14,9,6,3,3.0836058245481537,7.141884251888991,4.201680672268908,6.0,30.757489226017988,6.0,30.757489226017988
Premier_League,2018,Burnley,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]",31,16,15,11,3,8,1.0482390088928275,1.0226573993471653,1.0050251256281406,3.0,11.330952159090348,3.0,11.330952159090348
Premier_League,2018,Cardiff,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1]",34,17,17,10,5,5,1.6188078226262497,2.0,1.51285930408472,12.0,2.955516579052463,12.0,2.955516579052463
Premier_League,2018,Chelsea,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1]",29,15,14,21,12,9,2.960677196808087,5.812522545340308,3.597122302158273,12.0,12.982594035497607,12.0,12.982594035497607
Premier_League,2018,Crystal Palace,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1]",31,16,15,14,5,9,1.0855282664839687,1.0570584371191878,1.020408163265306,1.0,1.1511751558989136,1.0,1.1511751558989136
Premier_League,2018,Everton,"[1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1]",29,15,14,15,7,8,1.33658175102202,1.401193276930233,1.2269938650306749,13.0,1.7192277091237715,13.0,1.7192277091237715
Premier_League,2018,Fulham,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]",33,17,16,7,3,4,1.3148283296226588,1.43429959597547,1.2269938650306749,2.0,4.454444934687714,2.0,4.454444934687714
Premier_League,2018,Huddersfield,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",31,16,15,3,2,1,1.7655910090854825,3.43045512363755,1.818181818181818,8.0,7.080982364636158,8.0,7.080982364636158
Premier_League,2018,Leicester,"[0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0]",31,16,15,15,8,7,1.816345496148979,2.3453130771566144,1.7482517482517483,1.0,6.153995303260137,1.0,6.153995303260137
Premier_League,2018,Liverpool,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",31,16,15,30,16,14,2.573974139097947,6.807840024040478,2.123142250530785,14.0,7.6148435174670555,14.0,7.6148435174670555
Premier_League,2018,Man City,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",36,18,18,32,15,17,1.136389810827357,1.1688007570239354,1.0626992561105206,1.0,1.5623997295728262,1.0,1.5623997295728262
Premier_League,2018,Man United,"[1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0]",29,15,14,19,10,9,1.7822531048924324,2.2402141126481725,1.663893510815308,3.0,171.12525549248338,3.0,171.12525549248338
