,League,Season,Team,Sequence,n,n1,n2,k,k1,k2,c1,c2,c3
1142,La_Liga,2010,La Coruna,"[0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0]",25,13,12,10,5,5,1.503287936727688,1.770193161216196,1.4450867052023122
1143,La_Liga,2010,Levante,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0]",29,15,14,12,4,8,1.0776225398822463,1.0503551609893629,1.027749229188078
1144,La_Liga,2010,Malaga,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0]",31,16,15,13,5,8,1.1419874080797072,1.1192279825480216,1.053740779768177
1145,La_Liga,2010,Mallorca,"[0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0]",30,15,15,12,8,4,4.602405005187379,14.701868730438616,7.572315614114796
1146,La_Liga,2010,Osasuna,"[0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1]",30,15,15,13,5,8,1.1748549394474508,1.1554171690220127,1.0649627263045793
1147,La_Liga,2010,Real Madrid,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]",33,17,16,29,16,13,3.2739489461729665,7.761786587217268,3.484320557491289
1148,La_Liga,2010,Santander,"[0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0]",28,14,14,12,5,7,1.2628830120791827,1.2861808449421503,1.1428571428571428
1149,La_Liga,2010,Sevilla,"[1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1]",31,16,15,17,8,9,1.3452814221737757,1.4045792186863733,1.218026796589525
1150,La_Liga,2010,Sociedad,"[1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0]",35,18,17,14,8,6,2.2329371788967873,3.443775437325638,2.4330900243309004
1151,La_Liga,2010,Sp Gijon,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1]",24,12,12,11,3,8,1.0421371988387684,1.0206811060403964,1.0060362173038229
1152,La_Liga,2010,Valencia,"[1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1]",30,15,15,21,11,10,2.063945400892388,2.897172134819273,1.9920318725099602
1153,La_Liga,2010,Villarreal,"[0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0]",30,15,15,18,11,7,4.692562484287585,14.701868730438614,7.549448890231013
1154,La_Liga,2010,Zaragoza,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1]",29,15,14,12,5,7,1.214734340436965,1.2213665586351092,1.1185682326621924
1155,La_Liga,2011,Ath Bilbao,"[0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]",25,13,12,12,7,5,2.261000651366145,3.686354390433831,2.386634844868735
1156,La_Liga,2011,Ath Madrid,"[0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1]",27,14,13,15,7,8,1.316508931008271,1.3760742381167328,1.203369434416366
1157,La_Liga,2011,Barcelona,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]",31,16,15,28,14,14,1.277535089687671,1.411445572590267,1.1286681715575622
1158,La_Liga,2011,Betis,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0]",30,15,15,13,6,7,1.426420240978409,1.553454308643979,1.335113484646195
1159,La_Liga,2011,Espanol,"[0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0]",28,14,14,12,7,5,2.5063847919407776,4.494293967166614,2.9239766081871346
1160,La_Liga,2011,Getafe,"[0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0]",27,14,13,12,7,5,2.2576231382650804,3.659049460573796,2.4691358024691357
1161,La_Liga,2011,Granada,"[0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0]",32,16,16,12,6,6,1.6413023879555437,2.0,1.669449081803005
1162,La_Liga,2011,Levante,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1]",31,16,15,16,9,7,2.2249715405026316,3.369079631897783,2.3529411764705883
1163,La_Liga,2011,Malaga,"[0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1]",31,16,15,17,8,9,1.3452814221737757,1.4045792186863733,1.2345679012345678
1164,La_Liga,2011,Mallorca,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0]",28,14,14,14,6,8,1.2689954302532724,1.2900660638831267,1.1614401858304297
1165,La_Liga,2011,Osasuna,"[1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1]",23,12,11,13,7,6,1.7780854752345217,2.339846425731408,1.6366612111292962
1166,La_Liga,2011,Real Madrid,"[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",34,17,17,32,15,17,1.0,1.078116424523182,1.0
1167,La_Liga,2011,Santander,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",23,12,11,4,4,0,8.17930844111545,56.9231012140658,17.879492222420883
1168,La_Liga,2011,Sevilla,"[1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1]",27,14,13,13,6,7,1.3258749661237057,1.3966438877911838,1.2195121951219512
1169,La_Liga,2011,Sociedad,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1]",27,14,13,12,6,6,1.5175105332061893,1.759386916159739,1.4245014245014245
1170,La_Liga,2011,Sp Gijon,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0]",31,16,15,10,5,5,1.5322923892827864,1.8203532234702633,1.4513788098693758
1171,La_Liga,2011,Valencia,"[1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0]",28,14,14,17,10,7,3.4708529106829697,8.140032960369362,4.901960784313726
1172,La_Liga,2011,Vallecano,"[1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",34,17,17,13,7,6,1.9684360713209221,2.7618226317836254,2.05761316872428
1173,La_Liga,2011,Villarreal,"[0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0]",24,12,12,9,4,5,1.3715906325853804,1.507488425758213,1.2531328320802004
1174,La_Liga,2011,Zaragoza,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1]",31,16,15,12,3,9,1.027356563510801,1.0093132652249448,1.0080645161290323
1175,La_Liga,2012,Ath Bilbao,"[0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0]",29,15,14,12,6,6,1.5298926367629486,1.7792767844805109,1.3850415512465375
1176,La_Liga,2012,Ath Madrid,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1]",31,16,15,23,13,10,2.9375884884888412,5.653627646715647,3.1545741324921135
1177,La_Liga,2012,Barcelona,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",34,17,17,32,17,15,3.7860363457625343,13.801405160360831,3.9215686274509802
1178,La_Liga,2012,Betis,"[1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1]",30,15,15,16,9,7,2.523078708371905,4.308354880446086,2.710027100271003
1179,La_Liga,2012,Celta,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1]",31,16,15,10,5,5,1.5322923892827864,1.8203532234702633,1.466275659824047
1180,La_Liga,2012,Espanol,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]",27,14,13,11,5,6,1.3265380337551171,1.4096476408931427,1.2484394506866416
1181,La_Liga,2012,Getafe,"[0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0]",30,15,15,13,7,6,1.981164112156975,2.8068338874262353,2.0120724346076457
1182,La_Liga,2012,Granada,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1]",29,15,14,11,5,6,1.3381468479420802,1.4258931511871338,1.2254901960784315
1183,La_Liga,2012,La Coruna,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0]",27,14,13,8,3,5,1.1874522040770383,1.1996231660868324,1.0672358591248665
1184,La_Liga,2012,Levante,"[0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",28,14,14,12,8,4,4.740539320074002,15.79398852705195,7.918910357934748
1185,La_Liga,2012,Malaga,"[1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0]",29,15,14,16,9,7,2.228929924585753,3.398822208316722,2.3980815347721824
1186,La_Liga,2012,Mallorca,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1]",29,15,14,9,4,5,1.3267542937818892,1.4272484050108833,1.2091898428053205
1187,La_Liga,2012,Osasuna,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0]",29,15,14,10,4,6,1.208575556758187,1.2190211924619851,1.0810810810810811
1188,La_Liga,2012,Real Madrid,"[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",31,16,15,26,12,14,1.0769808673728831,1.0901924194760086,1.037344398340249
1189,La_Liga,2012,Sevilla,"[1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1]",30,15,15,14,6,8,1.2798844210338414,1.3022650338724133,1.1655011655011656
1190,La_Liga,2012,Sociedad,"[0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]",26,13,13,18,7,11,1.0603129298158085,1.0466778650845106,1.0141987829614605
1191,La_Liga,2012,Valencia,"[0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0]",30,15,15,19,8,11,1.1640026115524602,1.1465946153878566,1.0764262648008611
1192,La_Liga,2012,Valladolid,"[1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0]",28,14,14,11,6,5,1.9683259886695428,2.862086060341679,2.1141649048625792
1193,La_Liga,2012,Vallecano,"[1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1]",33,17,16,16,9,7,2.2220529131355087,3.3472564105288645,2.506265664160401
1194,La_Liga,2012,Zaragoza,"[0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]",31,16,15,9,7,2,6.938022292542495,32.12869349126585,14.425851125216388
1195,La_Liga,2013,Almeria,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1]",31,16,15,11,5,6,1.3478391270096877,1.4397425854163357,1.25
1196,La_Liga,2013,Ath Bilbao,"[1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1]",28,14,14,20,10,10,1.6668659918797977,2.0,1.5220700152207
1197,La_Liga,2013,Ath Madrid,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",32,16,16,28,15,13,3.0967288118646974,7.016327513970717,3.3444816053511706
1198,La_Liga,2013,Barcelona,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1]",32,16,16,27,15,12,4.304087647436723,13.876647102003396,5.9880239520958085
1199,La_Liga,2013,Betis,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",31,16,15,6,2,4,1.173709854949841,1.1893543288164303,1.0775862068965518
1200,La_Liga,2013,Celta,"[1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0]",31,16,15,14,5,9,1.0855282664839687,1.0570584371191878,1.0245901639344261
1201,La_Liga,2013,Elche,"[0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0]",25,13,12,9,4,5,1.307599339125011,1.399220074579398,1.1862396204033214
1202,La_Liga,2013,Espanol,"[1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]",29,15,14,11,6,5,1.8172633910426899,2.462670581832049,1.7761989342806395
1203,La_Liga,2013,Getafe,"[0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1]",29,15,14,11,7,4,2.982025811724335,6.337254600096169,4.132231404958677
1204,La_Liga,2013,Granada,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1]",33,17,16,12,7,5,2.2518913055822507,3.612954165274683,2.4813895781637716
1205,La_Liga,2013,Levante,"[0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0]",26,13,13,12,5,7,1.2530304227800353,1.275023464644205,1.1286681715575622
1206,La_Liga,2013,Malaga,"[0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1]",29,15,14,12,5,7,1.214734340436965,1.2213665586351092,1.1074197120708749
1207,La_Liga,2013,Osasuna,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]",29,15,14,10,5,5,1.5243442158298037,1.8063123857418013,1.3717421124828533
1208,La_Liga,2013,Real Madrid,"[1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1]",32,16,16,27,14,13,2.1413692131566213,3.193080665548612,1.9920318725099602
1209,La_Liga,2013,Sevilla,"[0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1]",29,15,14,18,8,10,1.1897484842078312,1.1873622442485658,1.098901098901099
1210,La_Liga,2013,Sociedad,"[1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0]",27,14,13,16,9,7,2.2345208905407152,3.4411223211727284,2.2831050228310503
1211,La_Liga,2013,Valencia,"[1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1]",28,14,14,13,6,7,1.4189866924057202,1.5440892488469016,1.2755102040816326
1212,La_Liga,2013,Valladolid,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0]",23,12,11,7,3,4,1.2820079862218985,1.3832121067883727,1.1507479861910241
1213,La_Liga,2013,Vallecano,"[1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0]",34,17,17,13,4,9,1.0741850215126545,1.0403897015854855,1.017293997965412
1214,La_Liga,2013,Villarreal,"[1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1]",30,15,15,17,10,7,3.3451044390048845,7.434295556228816,4.62962962962963
1215,La_Liga,2014,Almeria,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",30,15,15,8,4,4,1.5862804490834466,2.0,1.4903129657228018
1216,La_Liga,2014,Ath Bilbao,"[0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1]",28,14,14,15,5,10,1.0538080750492778,1.0299388881489515,1.0111223458038423
1217,La_Liga,2014,Ath Madrid,"[1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0]",29,15,14,23,12,11,1.731660653462399,2.1635809693258823,1.5384615384615385
1218,La_Liga,2014,Barcelona,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",34,17,17,30,14,16,1.1352054535432305,1.1675869330991548,1.0427528675703859
1219,La_Liga,2014,Celta,"[1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1]",26,13,13,13,5,8,1.1539653472320046,1.1359225248742462,1.0593220338983051
1220,La_Liga,2014,Cordoba,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",27,14,13,3,3,0,4.623627006965765,26.082844168683884,8.010894816951053
1221,La_Liga,2014,Eibar,"[1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",30,15,15,9,7,2,7.884711973044741,43.135217328242156,18.436578171091444
1222,La_Liga,2014,Elche,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0]",30,15,15,11,4,7,1.1660227687898326,1.1465946153878563,1.0718113612004287
1223,La_Liga,2014,Espanol,"[0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0]",28,14,14,13,6,7,1.4189866924057202,1.5440892488469016,1.3175230566534915
1224,La_Liga,2014,Getafe,"[0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",31,16,15,10,5,5,1.5322923892827864,1.8203532234702633,1.4577259475218658
1225,La_Liga,2014,Granada,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1]",24,12,12,7,3,4,1.3416496587301465,1.4851863748254122,1.1778563015312131
1226,La_Liga,2014,La Coruna,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1]",24,12,12,7,3,4,1.3416496587301465,1.4851863748254122,1.2135922330097086
1227,La_Liga,2014,Levante,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0]",28,14,14,9,3,6,1.1461734494925633,1.126611601022543,1.0672358591248665
1228,La_Liga,2014,Malaga,"[1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]",30,15,15,14,9,5,4.542665438796399,13.963076700807273,7.282260413632391
1229,La_Liga,2014,Real Madrid,"[1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]",36,18,18,30,15,15,1.6740725237070104,2.0,1.4705882352941178
1230,La_Liga,2014,Sevilla,"[1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]",31,16,15,23,12,11,1.7623004797669217,2.1843653322242824,1.550387596899225
1231,La_Liga,2014,Sociedad,"[0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1]",25,13,12,11,5,6,1.312366537696454,1.3903095941809698,1.2062726176115801
1232,La_Liga,2014,Valencia,"[1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]",27,14,13,22,11,11,1.3811589845934296,1.522347239211495,1.2360939431396787
1233,La_Liga,2014,Vallecano,"[0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0]",34,17,17,15,7,8,1.4506650775786598,1.5745512814486469,1.3368983957219251
1234,La_Liga,2014,Villarreal,"[1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0]",26,13,13,16,9,7,2.627583920273654,4.760627558633165,2.785515320334262
1235,La_Liga,2015,Ath Bilbao,"[0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1]",30,15,15,18,8,10,1.2775923302793615,1.2953842236711037,1.1534025374855825
1236,La_Liga,2015,Ath Madrid,"[1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1]",34,17,17,28,14,14,1.6703220384942294,2.0,1.4792899408284024
1237,La_Liga,2015,Barcelona,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1]",34,17,17,29,15,14,2.14451232823994,3.183599778905171,1.9841269841269842
