,League,Season,Team,Sequence
749,Premier_League,2014,West Brom,"[1, 1, 0, 0, 3, 3, 0, 1, 1, 3, 0, 0, 0, 0, 1, 3, 0, 0, 0, 1, 3, 1, 0, 1, 3, 1, 3, 0, 3, 0, 0, 0, 3, 1, 3, 1, 3, 0]"
750,Premier_League,2014,West Ham,"[0, 3, 0, 1, 3, 0, 3, 3, 3, 1, 1, 0, 3, 3, 3, 1, 3, 0, 0, 1, 1, 3, 0, 1, 1, 1, 0, 0, 0, 3, 0, 1, 0, 1, 3, 0, 0, 0]"
751,Premier_League,2015,Arsenal,"[0, 3, 1, 3, 3, 0, 3, 3, 3, 3, 3, 1, 0, 1, 3, 3, 3, 0, 3, 3, 1, 1, 0, 1, 3, 3, 0, 0, 1, 3, 3, 1, 1, 3, 1, 3, 1, 3]"
752,Premier_League,2015,Aston Villa,"[3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 3, 1, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
753,Premier_League,2015,Bournemouth,"[0, 0, 3, 1, 0, 3, 0, 1, 0, 0, 0, 0, 1, 1, 3, 3, 3, 1, 0, 1, 0, 3, 1, 3, 0, 0, 1, 3, 3, 3, 0, 0, 3, 0, 0, 0, 1, 0]"
754,Premier_League,2015,Chelsea,"[1, 0, 3, 0, 0, 3, 1, 0, 3, 0, 0, 0, 3, 1, 0, 0, 3, 1, 1, 3, 1, 1, 3, 1, 1, 3, 3, 3, 1, 1, 3, 0, 0, 3, 1, 0, 1, 1]"
755,Premier_League,2015,Crystal Palace,"[3, 0, 3, 3, 0, 0, 3, 3, 0, 0, 1, 3, 0, 3, 1, 3, 3, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 3, 1, 1, 0, 0, 3, 0]"
756,Premier_League,2015,Everton,"[1, 3, 0, 1, 3, 1, 3, 1, 0, 0, 3, 1, 3, 1, 1, 1, 0, 3, 0, 1, 1, 1, 0, 3, 3, 0, 3, 0, 0, 0, 1, 1, 1, 0, 3, 0, 0, 3]"
757,Premier_League,2015,Leicester,"[3, 3, 1, 1, 3, 1, 0, 3, 1, 3, 3, 3, 3, 1, 3, 3, 3, 0, 1, 1, 3, 1, 3, 3, 3, 0, 3, 1, 3, 3, 3, 3, 3, 1, 3, 1, 3, 1]"
758,Premier_League,2015,Liverpool,"[3, 3, 1, 0, 0, 1, 3, 1, 1, 1, 3, 0, 3, 3, 0, 1, 0, 3, 3, 0, 1, 0, 3, 0, 1, 3, 3, 3, 0, 1, 3, 3, 3, 1, 0, 3, 1, 1]"
759,Premier_League,2015,Man City,"[3, 3, 3, 3, 3, 0, 0, 3, 3, 1, 3, 1, 0, 3, 0, 3, 0, 3, 1, 3, 1, 3, 1, 3, 0, 0, 0, 3, 1, 0, 3, 3, 3, 1, 3, 0, 1, 1]"
760,Premier_League,2015,Man United,"[3, 3, 1, 0, 3, 3, 3, 0, 3, 1, 1, 3, 3, 1, 1, 0, 0, 0, 1, 3, 1, 3, 0, 3, 1, 0, 3, 3, 0, 3, 3, 0, 3, 3, 1, 3, 0, 3]"
761,Premier_League,2015,Newcastle,"[1, 0, 1, 0, 0, 0, 1, 0, 3, 0, 1, 3, 0, 0, 3, 3, 1, 0, 0, 0, 1, 3, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 3, 1, 1, 3, 1, 3]"
762,Premier_League,2015,Norwich,"[0, 3, 1, 0, 3, 1, 1, 0, 0, 0, 0, 3, 0, 1, 0, 1, 3, 0, 3, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 3, 3, 0, 0, 0, 0, 3, 0]"
763,Premier_League,2015,Southampton,"[1, 0, 1, 3, 1, 0, 3, 3, 1, 1, 3, 3, 0, 0, 1, 0, 0, 3, 0, 0, 3, 3, 3, 1, 3, 3, 0, 0, 1, 3, 3, 0, 3, 1, 3, 3, 3, 3]"
764,Premier_League,2015,Stoke,"[0, 1, 1, 0, 0, 1, 3, 3, 3, 0, 1, 3, 3, 0, 3, 1, 0, 3, 3, 0, 3, 1, 0, 0, 0, 3, 3, 3, 1, 0, 3, 1, 0, 0, 0, 1, 0, 3]"
765,Premier_League,2015,Sunderland,"[0, 0, 1, 1, 0, 0, 0, 1, 0, 3, 0, 0, 3, 3, 0, 0, 0, 0, 0, 3, 3, 0, 1, 0, 1, 3, 0, 1, 1, 1, 1, 0, 3, 1, 1, 3, 3, 1]"
766,Premier_League,2015,Swansea,"[1, 3, 1, 3, 0, 1, 0, 1, 0, 3, 0, 0, 1, 0, 0, 0, 1, 3, 1, 0, 0, 3, 3, 1, 1, 0, 0, 3, 3, 0, 3, 1, 3, 0, 0, 3, 3, 1]"
767,Premier_League,2015,Tottenham,"[0, 1, 1, 1, 3, 3, 3, 1, 1, 3, 3, 1, 3, 1, 1, 0, 3, 3, 3, 1, 0, 3, 3, 3, 3, 3, 3, 0, 1, 3, 3, 1, 3, 3, 1, 1, 0, 0]"
768,Premier_League,2015,Watford,"[1, 1, 1, 0, 3, 3, 0, 1, 0, 3, 3, 0, 0, 3, 3, 3, 3, 1, 0, 0, 0, 0, 3, 1, 0, 3, 1, 0, 0, 0, 0, 1, 3, 0, 3, 0, 0, 1]"
769,Premier_League,2015,West Brom,"[0, 1, 0, 3, 1, 3, 0, 0, 3, 3, 0, 0, 3, 1, 1, 1, 0, 0, 3, 3, 1, 0, 1, 1, 0, 3, 3, 1, 3, 0, 1, 0, 0, 0, 1, 0, 1, 1]"
770,Premier_League,2015,West Ham,"[3, 0, 0, 3, 3, 3, 1, 1, 3, 3, 0, 1, 0, 1, 1, 1, 1, 1, 3, 3, 3, 0, 1, 3, 0, 1, 3, 3, 3, 1, 1, 1, 1, 3, 3, 0, 3, 0]"
771,Premier_League,2016,Arsenal,"[0, 1, 3, 3, 3, 3, 3, 3, 1, 3, 1, 1, 3, 3, 3, 0, 0, 3, 3, 1, 3, 3, 0, 0, 3, 0, 0, 1, 3, 0, 3, 3, 0, 3, 3, 3, 3, 3]"
772,Premier_League,2016,Bournemouth,"[0, 0, 1, 3, 0, 3, 1, 3, 1, 0, 0, 3, 0, 3, 0, 3, 0, 0, 3, 1, 0, 1, 0, 0, 0, 0, 1, 3, 3, 1, 1, 0, 0, 3, 3, 1, 3, 1]"
773,Premier_League,2016,Burnley,"[0, 3, 0, 1, 0, 3, 0, 0, 3, 1, 3, 0, 0, 0, 3, 0, 0, 3, 3, 0, 3, 0, 3, 0, 1, 1, 0, 0, 1, 0, 3, 1, 0, 0, 3, 1, 0, 0]"
774,Premier_League,2016,Chelsea,"[3, 3, 3, 1, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 1, 3, 1, 3, 3, 3, 0, 3, 3, 0, 3, 3, 3, 3, 3, 3]"
775,Premier_League,2016,Crystal Palace,"[0, 0, 1, 3, 3, 3, 1, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 3, 3, 3, 3, 0, 3, 1, 3, 0, 0, 0, 3, 0]"
776,Premier_League,2016,Everton,"[1, 3, 3, 3, 3, 0, 1, 1, 0, 3, 0, 1, 0, 1, 0, 3, 0, 3, 1, 3, 3, 3, 1, 3, 1, 3, 0, 3, 3, 0, 1, 3, 3, 1, 0, 0, 3, 0]"
777,Premier_League,2016,Hull,"[3, 3, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 1, 0, 0, 0, 1, 0, 3, 0, 1, 3, 0, 1, 0, 3, 0, 3, 3, 0, 0, 3, 1, 0, 0, 0]"
778,Premier_League,2016,Leicester,"[0, 1, 3, 0, 3, 0, 1, 0, 3, 1, 0, 0, 1, 0, 3, 0, 1, 0, 3, 1, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 0, 1, 0, 3, 3, 0, 0, 1]"
779,Premier_League,2016,Liverpool,"[3, 0, 1, 3, 3, 3, 3, 1, 3, 3, 3, 1, 3, 0, 1, 3, 3, 3, 3, 1, 1, 0, 1, 0, 3, 0, 3, 3, 1, 3, 1, 3, 3, 0, 3, 1, 3, 3]"
780,Premier_League,2016,Man City,"[3, 3, 3, 3, 3, 3, 0, 1, 1, 3, 1, 3, 3, 0, 0, 3, 3, 3, 0, 3, 0, 1, 3, 3, 3, 3, 1, 1, 1, 0, 3, 3, 1, 1, 3, 3, 3, 3]"
781,Premier_League,2016,Man United,"[3, 3, 3, 0, 0, 3, 1, 1, 0, 1, 3, 1, 1, 1, 3, 3, 3, 3, 3, 3, 1, 1, 1, 3, 3, 1, 3, 1, 1, 3, 3, 3, 1, 1, 0, 0, 1, 3]"
782,Premier_League,2016,Middlesbrough,"[1, 3, 1, 0, 0, 0, 1, 0, 1, 3, 1, 0, 1, 3, 0, 0, 3, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 3, 1, 0, 0, 0]"
783,Premier_League,2016,Southampton,"[1, 0, 1, 0, 3, 3, 1, 3, 1, 0, 0, 1, 3, 0, 3, 1, 3, 0, 0, 0, 0, 3, 0, 0, 3, 3, 0, 1, 3, 3, 0, 0, 1, 1, 0, 3, 1, 0]"
784,Premier_League,2016,Stoke,"[1, 0, 0, 0, 0, 1, 1, 3, 3, 3, 1, 0, 3, 3, 0, 1, 1, 0, 0, 3, 3, 1, 1, 0, 3, 0, 3, 1, 0, 0, 0, 0, 3, 0, 1, 1, 0, 3]"
785,Premier_League,2016,Sunderland,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 3, 3, 0, 3, 0, 0, 3, 0, 0, 1, 0, 0, 1, 3, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0]"
786,Premier_League,2016,Swansea,"[3, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 3, 0, 3, 0, 0, 0, 0, 3, 0, 3, 3, 0, 3, 0, 3, 0, 0, 1, 0, 0, 0, 3, 1, 3, 3, 3]"
787,Premier_League,2016,Tottenham,"[1, 3, 1, 3, 3, 3, 3, 1, 1, 1, 1, 3, 0, 3, 0, 3, 3, 3, 3, 3, 3, 1, 1, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3]"
788,Premier_League,2016,Watford,"[1, 0, 0, 3, 3, 0, 1, 3, 1, 3, 0, 3, 0, 0, 3, 0, 0, 1, 0, 0, 1, 1, 3, 3, 0, 1, 0, 0, 3, 3, 0, 3, 0, 0, 0, 0, 0, 0]"
789,Premier_League,2016,West Brom,"[3, 0, 1, 0, 3, 1, 1, 1, 0, 0, 3, 3, 1, 3, 0, 3, 0, 0, 3, 3, 0, 3, 1, 3, 1, 3, 0, 0, 3, 1, 0, 0, 0, 0, 1, 0, 0, 0]"
790,Premier_League,2016,West Ham,"[0, 3, 0, 0, 0, 0, 1, 3, 3, 0, 1, 0, 1, 0, 1, 3, 3, 3, 0, 0, 3, 3, 0, 3, 1, 1, 0, 0, 0, 0, 0, 3, 1, 1, 1, 3, 0, 3]"
791,Premier_League,2017,Arsenal,"[3, 0, 0, 3, 1, 3, 3, 0, 3, 3, 0, 3, 3, 3, 0, 1, 1, 3, 1, 3, 1, 1, 0, 3, 0, 3, 0, 0, 0, 3, 3, 3, 0, 3, 0, 3, 0, 3]"
792,Premier_League,2017,Bournemouth,"[0, 0, 0, 0, 3, 0, 1, 0, 3, 0, 3, 3, 1, 0, 1, 1, 0, 0, 0, 1, 3, 1, 3, 1, 3, 3, 0, 1, 1, 0, 3, 1, 1, 0, 0, 0, 3, 3]"
793,Premier_League,2017,Brighton,"[0, 0, 1, 3, 0, 3, 0, 1, 3, 1, 3, 1, 0, 1, 0, 0, 0, 1, 3, 0, 1, 1, 0, 0, 1, 3, 1, 3, 3, 0, 0, 1, 0, 1, 1, 3, 0, 0]"
794,Premier_League,2017,Burnley,"[3, 0, 1, 3, 1, 1, 3, 1, 0, 3, 3, 3, 0, 3, 0, 3, 3, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 3, 3, 3, 3, 3, 0, 1, 1, 0, 0]"
795,Premier_League,2017,Chelsea,"[0, 3, 3, 3, 1, 3, 0, 0, 3, 3, 3, 3, 1, 3, 3, 0, 3, 3, 1, 3, 3, 1, 1, 3, 0, 0, 3, 0, 0, 3, 0, 1, 3, 3, 3, 3, 1, 0]"
796,Premier_League,2017,Crystal Palace,"[0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 1, 3, 1, 1, 1, 3, 3, 1, 0, 1, 3, 3, 0, 1, 1, 0, 0, 0, 0, 3, 0, 1, 3, 1, 3, 3, 3]"
797,Premier_League,2017,Everton,"[3, 1, 0, 0, 0, 3, 0, 1, 0, 0, 3, 1, 0, 3, 3, 1, 3, 3, 1, 1, 0, 0, 0, 1, 3, 0, 3, 0, 0, 3, 3, 0, 1, 1, 3, 3, 1, 0]"
798,Premier_League,2017,Huddersfield,"[3, 3, 1, 0, 1, 1, 0, 0, 3, 0, 3, 0, 0, 0, 0, 3, 0, 3, 1, 1, 1, 0, 0, 0, 0, 0, 3, 3, 0, 1, 0, 0, 1, 3, 0, 1, 1, 0]"
799,Premier_League,2017,Leicester,"[0, 3, 0, 0, 1, 0, 1, 1, 3, 3, 1, 0, 1, 3, 3, 3, 3, 0, 1, 0, 0, 3, 1, 3, 0, 1, 0, 1, 1, 3, 3, 0, 0, 1, 0, 0, 3, 0]"
800,Premier_League,2017,Liverpool,"[1, 3, 3, 0, 1, 3, 1, 1, 0, 3, 3, 3, 1, 3, 3, 1, 1, 3, 1, 3, 3, 3, 3, 0, 3, 1, 3, 3, 3, 0, 3, 3, 1, 3, 1, 1, 0, 3]"
801,Premier_League,2017,Man City,"[3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 0, 3, 3, 1, 3, 3, 3, 3, 3, 0, 3, 3, 3, 1, 3, 3]"
802,Premier_League,2017,Man United,"[3, 3, 3, 1, 3, 3, 3, 1, 0, 3, 0, 3, 3, 3, 3, 0, 3, 3, 1, 1, 1, 3, 3, 3, 0, 3, 0, 3, 3, 3, 3, 3, 0, 3, 3, 0, 1, 3]"
803,Premier_League,2017,Newcastle,"[0, 0, 3, 3, 3, 0, 1, 1, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 1, 3, 1, 0, 1, 1, 3, 1, 0, 3, 3, 3, 3, 0, 0, 0, 0, 3]"
804,Premier_League,2017,Southampton,"[1, 3, 1, 0, 3, 0, 0, 1, 3, 1, 0, 0, 3, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 3, 0, 1, 1, 0, 0, 0, 0, 1, 3, 1, 3, 0]"
805,Premier_League,2017,Stoke,"[0, 3, 1, 1, 0, 0, 3, 0, 0, 3, 1, 1, 0, 0, 3, 0, 0, 0, 3, 1, 0, 0, 0, 3, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 3]"
806,Premier_League,2017,Swansea,"[1, 0, 3, 0, 1, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 1, 0, 3, 0, 1, 3, 3, 1, 3, 0, 3, 1, 0, 1, 1, 0, 0, 0, 0, 0]"
807,Premier_League,2017,Tottenham,"[3, 0, 1, 3, 1, 3, 3, 3, 3, 0, 3, 0, 1, 0, 1, 3, 3, 0, 3, 3, 3, 1, 3, 1, 3, 1, 3, 3, 3, 3, 3, 3, 0, 1, 3, 0, 3, 3]"
808,Premier_League,2017,Watford,"[1, 3, 1, 3, 0, 3, 1, 3, 0, 0, 0, 3, 3, 0, 1, 0, 0, 0, 0, 3, 0, 0, 1, 0, 1, 3, 0, 3, 3, 0, 0, 1, 0, 0, 1, 0, 3, 0]"
809,Premier_League,2017,West Brom,"[3, 3, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 1, 3, 3, 0]"
810,Premier_League,2017,West Ham,"[0, 0, 0, 3, 1, 0, 3, 1, 0, 1, 0, 0, 1, 0, 0, 3, 1, 3, 0, 1, 3, 1, 3, 1, 1, 0, 3, 0, 0, 0, 3, 1, 1, 0, 0, 3, 1, 3]"
811,Premier_League,2018,Arsenal,"[0, 0, 3, 3, 3, 3, 3, 3, 3, 1, 1, 1, 3, 3, 1, 3, 0, 3, 1, 0, 3, 0, 3, 3, 0, 3, 3, 3, 1, 3, 3, 0, 3, 0, 0, 0, 1, 3]"
812,Premier_League,2018,Bournemouth,"[3, 3, 1, 0, 3, 0, 3, 3, 1, 3, 0, 0, 0, 0, 3, 0, 0, 3, 0, 0, 1, 0, 3, 3, 0, 0, 1, 0, 0, 3, 1, 0, 0, 3, 0, 1, 3, 0]"
813,Premier_League,2018,Brighton,"[0, 3, 0, 1, 1, 0, 0, 3, 3, 3, 0, 0, 1, 3, 3, 0, 0, 0, 1, 3, 1, 0, 0, 0, 1, 0, 0, 3, 3, 0, 0, 0, 0, 1, 0, 1, 1, 0]"
814,Premier_League,2018,Burnley,"[1, 0, 0, 0, 0, 3, 3, 1, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 3, 3, 3, 1, 1, 1, 3, 3, 0, 0, 0, 0, 3, 3, 3, 1, 0, 0, 0]"
815,Premier_League,2018,Cardiff,"[0, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 3, 0, 3, 0, 3, 0, 0, 1, 3, 0, 1, 0, 0, 3, 3, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 3]"
816,Premier_League,2018,Chelsea,"[3, 3, 3, 3, 3, 1, 1, 3, 1, 3, 3, 1, 0, 3, 0, 3, 3, 0, 3, 3, 1, 3, 0, 0, 3, 0, 3, 3, 1, 0, 3, 3, 3, 0, 1, 1, 3, 1]"
817,Premier_League,2018,Crystal Palace,"[3, 0, 0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 1, 3, 0, 0, 3, 3, 1, 0, 3, 0, 0, 1, 3, 1, 3, 0, 3, 0, 3, 0, 3, 0, 3, 1, 3, 3]"
818,Premier_League,2018,Everton,"[1, 3, 1, 1, 0, 0, 3, 3, 3, 0, 3, 1, 3, 0, 1, 1, 0, 0, 3, 0, 0, 3, 0, 3, 0, 0, 0, 3, 1, 0, 3, 3, 3, 0, 3, 1, 3, 1]"
819,Premier_League,2018,Fulham,"[0, 0, 3, 1, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 1, 1, 3, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 0, 0]"
820,Premier_League,2018,Huddersfield,"[0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 3, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
821,Premier_League,2018,Leicester,"[0, 3, 3, 0, 0, 3, 3, 0, 0, 1, 3, 1, 1, 3, 1, 0, 0, 3, 3, 0, 3, 0, 0, 1, 0, 0, 0, 3, 0, 3, 3, 3, 3, 0, 1, 3, 0, 1]"
822,Premier_League,2018,Liverpool,"[3, 3, 3, 3, 3, 3, 1, 1, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 1, 1, 3, 1, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
823,Premier_League,2018,Man City,"[3, 3, 1, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 0, 3, 0, 0, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
824,Premier_League,2018,Man United,"[3, 0, 0, 3, 3, 1, 0, 3, 1, 3, 3, 0, 1, 1, 1, 3, 0, 3, 3, 3, 3, 3, 3, 1, 3, 3, 1, 3, 3, 0, 3, 0, 3, 0, 0, 1, 1, 0]"
825,Premier_League,2018,Newcastle,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 3, 3, 3, 0, 1, 0, 3, 1, 0, 1, 0, 0, 3, 3, 0, 1, 3, 3, 0, 3, 1, 0, 0, 3, 3, 1, 0, 3]"
826,Premier_League,2018,Southampton,"[1, 0, 0, 3, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 3, 3, 0, 0, 1, 3, 3, 1, 1, 0, 0, 3, 0, 3, 3, 0, 3, 0, 1, 1, 0, 1]"
827,Premier_League,2018,Tottenham,"[3, 3, 3, 0, 0, 3, 3, 3, 3, 0, 3, 3, 3, 0, 3, 3, 3, 3, 3, 0, 3, 0, 3, 3, 3, 3, 0, 0, 1, 0, 0, 3, 3, 0, 3, 0, 0, 1]"
828,Premier_League,2018,Watford,"[3, 3, 3, 3, 0, 1, 0, 0, 3, 3, 0, 1, 0, 0, 0, 1, 3, 3, 0, 1, 1, 3, 1, 0, 1, 3, 3, 0, 3, 0, 0, 3, 0, 3, 1, 0, 0, 0]"
829,Premier_League,2018,West Ham,"[0, 0, 0, 0, 3, 1, 3, 0, 0, 1, 3, 1, 0, 3, 3, 3, 3, 0, 3, 0, 1, 3, 0, 0, 1, 1, 3, 0, 3, 0, 3, 0, 0, 0, 1, 3, 3, 3]"
830,Premier_League,2018,Wolves,"[1, 0, 1, 3, 3, 1, 3, 3, 0, 0, 0, 1, 0, 0, 3, 3, 3, 0, 1, 3, 0, 0, 3, 3, 3, 1, 1, 0, 3, 1, 0, 3, 0, 1, 3, 3, 3, 0]"
831,Premier_League,2019,Arsenal,"[3, 3, 0, 1, 1, 3, 1, 3, 0, 1, 1, 0, 1, 1, 0, 3, 0, 1, 1, 0, 3, 1, 1, 1, 1, 3, 3, 3, 0, 0, 3]"
832,Premier_League,2019,Aston Villa,"[0, 0, 3, 0, 1, 0, 1, 3, 3, 0, 0, 0, 3, 1, 0, 0, 0, 0, 3, 0, 3, 0, 1, 3, 0, 0, 0, 0, 1, 0, 1, 0]"
833,Premier_League,2019,Bournemouth,"[1, 3, 0, 0, 3, 3, 1, 0, 1, 1, 3, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 3, 3, 0, 0, 1, 0, 0, 0]"
834,Premier_League,2019,Brighton,"[3, 1, 0, 0, 1, 1, 0, 3, 0, 3, 3, 0, 0, 0, 3, 1, 1, 0, 0, 3, 1, 0, 1, 0, 1, 1, 1, 0, 1, 3, 1, 0]"
835,Premier_League,2019,Burnley,"[3, 0, 1, 0, 1, 3, 1, 3, 0, 0, 0, 3, 3, 0, 0, 0, 3, 3, 0, 0, 0, 0, 3, 3, 1, 3, 3, 1, 1, 0, 3, 3]"
836,Premier_League,2019,Chelsea,"[0, 1, 3, 1, 3, 0, 3, 3, 3, 3, 3, 3, 0, 0, 3, 0, 0, 3, 0, 3, 1, 3, 0, 1, 1, 0, 3, 1, 3, 3, 3]"
837,Premier_League,2019,Crystal Palace,"[1, 0, 3, 3, 0, 1, 3, 3, 0, 1, 0, 0, 0, 3, 3, 1, 1, 0, 3, 1, 1, 1, 1, 0, 0, 0, 3, 3, 3, 3, 0, 0]"
838,Premier_League,2019,Everton,"[1, 3, 0, 3, 0, 0, 0, 0, 3, 0, 1, 3, 0, 0, 0, 3, 1, 1, 3, 3, 0, 3, 1, 1, 3, 3, 0, 1, 0, 1, 3]"
839,Premier_League,2019,Leicester,"[1, 1, 3, 3, 0, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 1, 0, 0, 3, 3, 0, 0, 3, 1, 1, 0, 0, 3, 1, 1]"
840,Premier_League,2019,Liverpool,"[3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 1, 3]"
841,Premier_League,2019,Man City,"[3, 1, 3, 3, 0, 3, 3, 0, 3, 3, 3, 0, 3, 1, 3, 0, 3, 3, 0, 3, 3, 3, 1, 3, 0, 3, 3, 0, 3, 3, 0]"
842,Premier_League,2019,Man United,"[3, 1, 0, 1, 3, 0, 1, 0, 1, 3, 0, 3, 1, 1, 3, 3, 1, 0, 3, 3, 0, 3, 0, 0, 1, 3, 3, 1, 3, 1, 3, 3]"
843,Premier_League,2019,Newcastle,"[0, 0, 3, 1, 0, 1, 0, 3, 0, 1, 3, 3, 0, 1, 3, 3, 0, 3, 0, 0, 0, 1, 3, 1, 1, 0, 0, 1, 3, 3, 1]"
844,Premier_League,2019,Norwich,"[0, 3, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 3, 1, 0, 0, 1, 0, 0, 1, 1, 0, 3, 0, 1, 0, 0, 3, 0, 0, 0]"
845,Premier_League,2019,Sheffield United,"[1, 3, 0, 1, 0, 3, 0, 1, 3, 1, 3, 1, 1, 1, 0, 3, 3, 3, 1, 0, 0, 3, 1, 0, 3, 3, 1, 3, 1, 0, 0]"
846,Premier_League,2019,Southampton,"[0, 0, 3, 1, 3, 0, 0, 0, 1, 0, 0, 0, 1, 3, 3, 0, 0, 3, 3, 1, 3, 3, 0, 3, 0, 0, 3, 0, 0, 3, 0, 3]"
847,Premier_League,2019,Tottenham,"[3, 1, 0, 1, 3, 0, 3, 0, 1, 0, 1, 1, 3, 3, 0, 3, 3, 0, 3, 1, 0, 0, 1, 3, 3, 3, 0, 0, 1, 1, 3]"
848,Premier_League,2019,Watford,"[0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 3, 0, 0, 0, 1, 0, 3, 1, 3, 3, 3, 1, 0, 0, 1, 0, 3, 0, 1, 0, 0]"
849,Premier_League,2019,West Ham,"[0, 1, 3, 3, 1, 3, 1, 0, 0, 1, 0, 0, 0, 3, 0, 0, 3, 0, 0, 3, 0, 1, 0, 0, 1, 0, 0, 3, 0, 0, 0]"
850,Premier_League,2019,Wolves,"[1, 1, 1, 0, 0, 1, 3, 3, 1, 1, 1, 3, 3, 1, 3, 1, 0, 3, 3, 0, 0, 1, 3, 0, 1, 1, 3, 3, 1, 3, 3, 3]"
851,Premier_League,2020,Arsenal,"[3, 3, 1, 0, 3, 0, 3, 3, 3, 0, 3, 0, 0, 3, 0, 1, 0, 0, 0, 1, 0, 3, 3, 3, 1, 3, 3, 1, 0, 0, 3, 0, 3, 1, 3, 1, 0, 3, 1, 0, 3, 3, 3, 3, 3]"
852,Premier_League,2020,Aston Villa,"[0, 0, 3, 1, 3, 1, 3, 3, 3, 3, 0, 0, 3, 0, 0, 3, 1, 3, 3, 1, 0, 0, 3, 0, 3, 0, 3, 1, 0, 3, 0, 1, 1, 0, 3, 0, 0, 1, 3, 0, 1, 0, 3, 3]"
853,Premier_League,2020,Bournemouth,"[0, 0, 1, 3, 0, 0, 3]"
854,Premier_League,2020,Brighton,"[3, 0, 0, 1, 1, 3, 0, 3, 0, 0, 1, 1, 0, 1, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 3, 1, 3, 3, 1, 1, 0, 0, 0, 3, 3, 0, 1, 1, 0, 3, 0, 1, 3, 0]"
855,Premier_League,2020,Burnley,"[1, 3, 1, 1, 3, 0, 0, 0, 0, 1, 0, 0, 1, 3, 0, 1, 3, 1, 3, 0, 3, 0, 0, 3, 3, 0, 0, 1, 3, 1, 1, 0, 1, 1, 3, 0, 0, 0, 3, 0, 3, 0, 0, 0]"
