,League,Season,Team,Sequence
118,Bundesliga,2006,Leverkusen,"[3, 0, 1, 0, 1, 3, 0, 0, 3, 1, 3, 0, 0, 3, 1, 3, 3, 3, 0, 0, 1, 0, 3, 3, 1, 3, 3, 0, 0, 3, 0, 0, 3, 3]"
119,Bundesliga,2006,MGladbach,"[3, 0, 3, 0, 3, 0, 3, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 3, 1, 0, 1, 0, 3, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
120,Bundesliga,2006,Mainz,"[3, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 3, 3, 1, 3, 3, 3, 0, 3, 0, 0, 0, 0, 1, 0, 0, 3, 0]"
121,Bundesliga,2006,Nurnberg,"[3, 3, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 3, 1, 1, 1, 3, 3, 1, 3, 3, 3, 0, 0, 1, 1, 3, 0, 3, 0, 1, 0, 0, 3]"
122,Bundesliga,2006,Schalke 04,"[1, 3, 3, 0, 3, 0, 3, 3, 0, 1, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 1, 0, 0, 1, 3, 0, 3, 3, 3, 0, 3, 0, 3]"
123,Bundesliga,2006,Stuttgart,"[0, 3, 0, 3, 1, 1, 3, 1, 3, 3, 3, 3, 0, 3, 1, 3, 1, 0, 3, 3, 3, 3, 1, 0, 1, 0, 3, 3, 3, 3, 3, 3, 3, 3]"
124,Bundesliga,2006,Werder Bremen,"[3, 3, 0, 0, 1, 3, 3, 3, 3, 1, 3, 0, 1, 3, 3, 3, 3, 3, 3, 0, 0, 0, 1, 3, 1, 3, 1, 3, 3, 3, 0, 3, 0, 3]"
125,Bundesliga,2006,Wolfsburg,"[1, 1, 1, 0, 0, 3, 0, 1, 3, 3, 3, 1, 1, 1, 0, 0, 0, 0, 1, 3, 1, 1, 0, 3, 1, 3, 0, 3, 0, 0, 1, 0, 1, 0]"
126,Bundesliga,2007,Bayern Munich,"[3, 3, 3, 1, 1, 3, 3, 3, 3, 3, 1, 1, 0, 3, 3, 1, 1, 3, 1, 3, 1, 3, 3, 0, 3, 1, 3, 3, 3, 3, 1, 3, 3, 3]"
127,Bundesliga,2007,Bielefeld,"[3, 1, 3, 0, 3, 0, 0, 0, 0, 1, 1, 0, 3, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 1, 1, 1, 3, 0, 3, 1, 3, 0, 1, 1]"
128,Bundesliga,2007,Bochum,"[1, 3, 3, 0, 0, 1, 0, 1, 0, 0, 0, 3, 3, 3, 0, 1, 0, 3, 1, 0, 3, 3, 1, 1, 1, 1, 0, 1, 3, 1, 0, 0, 3, 0]"
129,Bundesliga,2007,Cottbus,"[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 3, 0, 0, 3, 1, 3, 0, 1, 0, 1, 0, 0, 3, 0, 3, 3, 3, 0, 3, 0, 1, 3, 0]"
130,Bundesliga,2007,Dortmund,"[0, 0, 3, 3, 3, 0, 0, 0, 3, 1, 1, 0, 1, 0, 3, 3, 0, 1, 0, 3, 3, 0, 1, 0, 1, 1, 3, 0, 0, 1, 1, 3, 1, 0]"
131,Bundesliga,2007,Duisburg,"[3, 0, 0, 3, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 1, 0, 1, 0, 0, 3, 0, 1, 0, 1, 3, 0, 3, 0, 1, 3, 0, 0, 0]"
132,Bundesliga,2007,Ein Frankfurt,"[3, 1, 3, 0, 3, 1, 0, 1, 3, 0, 1, 1, 1, 0, 1, 1, 3, 3, 3, 0, 3, 0, 1, 3, 3, 3, 0, 0, 0, 1, 0, 0, 0, 3]"
133,Bundesliga,2007,Hamburg,"[3, 3, 0, 1, 0, 3, 3, 1, 3, 3, 3, 3, 1, 3, 0, 1, 1, 1, 1, 3, 1, 3, 1, 3, 1, 1, 0, 0, 1, 0, 3, 0, 0, 3]"
134,Bundesliga,2007,Hannover,"[0, 3, 0, 3, 1, 0, 3, 3, 3, 1, 1, 3, 0, 0, 3, 3, 0, 1, 1, 0, 0, 3, 0, 1, 1, 1, 0, 3, 3, 1, 1, 3, 0, 3]"
135,Bundesliga,2007,Hansa Rostock,"[0, 0, 0, 0, 0, 3, 3, 3, 0, 1, 1, 0, 3, 0, 0, 0, 3, 0, 1, 3, 0, 1, 1, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3]"
136,Bundesliga,2007,Hertha,"[0, 3, 0, 3, 3, 3, 0, 0, 1, 0, 3, 0, 3, 0, 0, 0, 1, 0, 3, 3, 1, 3, 1, 1, 0, 0, 0, 1, 1, 1, 3, 3, 3, 0]"
137,Bundesliga,2007,Karlsruhe,"[3, 0, 0, 3, 3, 0, 3, 3, 3, 1, 1, 3, 0, 3, 0, 1, 1, 3, 1, 1, 0, 3, 0, 0, 1, 1, 0, 0, 3, 1, 0, 1, 0, 0]"
138,Bundesliga,2007,Leverkusen,"[1, 0, 3, 1, 3, 3, 3, 0, 0, 1, 0, 3, 3, 3, 3, 3, 0, 3, 1, 1, 3, 0, 3, 3, 0, 0, 0, 3, 0, 1, 0, 0, 3, 0]"
139,Bundesliga,2007,Nurnberg,"[0, 3, 0, 1, 1, 0, 0, 1, 0, 3, 0, 0, 0, 3, 0, 3, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 3, 0, 3, 1, 1, 3, 0, 0]"
140,Bundesliga,2007,Schalke 04,"[1, 3, 1, 1, 1, 3, 3, 3, 0, 1, 1, 0, 1, 3, 3, 1, 3, 3, 3, 0, 0, 0, 3, 3, 3, 1, 3, 0, 3, 3, 1, 3, 3, 3]"
141,Bundesliga,2007,Stuttgart,"[1, 0, 3, 0, 3, 0, 3, 0, 0, 0, 3, 3, 3, 3, 0, 3, 0, 0, 0, 3, 3, 3, 3, 1, 3, 1, 3, 0, 3, 0, 3, 0, 0, 1]"
142,Bundesliga,2007,Werder Bremen,"[1, 0, 3, 3, 0, 3, 1, 3, 3, 3, 1, 3, 3, 3, 3, 0, 3, 0, 1, 3, 0, 3, 0, 0, 1, 0, 3, 3, 3, 1, 3, 3, 3, 3]"
143,Bundesliga,2007,Wolfsburg,"[0, 3, 1, 0, 0, 3, 1, 1, 3, 1, 3, 0, 0, 0, 1, 0, 3, 3, 3, 3, 1, 0, 3, 3, 1, 3, 3, 0, 0, 1, 1, 3, 3, 3]"
144,Bundesliga,2008,Bayern Munich,"[1, 1, 3, 3, 0, 0, 1, 3, 3, 3, 3, 3, 1, 3, 3, 3, 1, 0, 3, 0, 0, 1, 3, 3, 3, 0, 3, 3, 0, 3, 3, 3, 1, 3]"
145,Bundesliga,2008,Bielefeld,"[1, 1, 0, 0, 3, 1, 0, 0, 1, 1, 0, 0, 1, 3, 0, 1, 1, 3, 1, 0, 1, 1, 1, 3, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1]"
146,Bundesliga,2008,Bochum,"[0, 1, 0, 3, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 3, 0, 3, 1, 3, 1, 0, 3, 0, 3, 0, 0, 0, 0, 0, 3, 1]"
147,Bundesliga,2008,Cottbus,"[0, 1, 0, 0, 1, 3, 0, 0, 0, 1, 0, 0, 3, 0, 3, 0, 1, 0, 3, 1, 3, 0, 0, 0, 0, 0, 3, 0, 3, 1, 0, 0, 0, 3]"
148,Bundesliga,2008,Dortmund,"[3, 1, 3, 1, 0, 3, 1, 1, 1, 3, 1, 0, 3, 3, 1, 1, 3, 1, 0, 1, 1, 1, 0, 1, 3, 3, 3, 3, 3, 3, 3, 0, 3, 1]"
149,Bundesliga,2008,Ein Frankfurt,"[0, 1, 1, 0, 1, 0, 0, 3, 3, 0, 3, 1, 0, 3, 0, 3, 0, 0, 1, 0, 3, 0, 1, 1, 1, 3, 0, 3, 0, 0, 1, 0, 0, 0]"
150,Bundesliga,2008,FC Koln,"[0, 1, 3, 0, 0, 3, 3, 3, 0, 0, 3, 3, 0, 0, 0, 0, 3, 1, 1, 1, 3, 1, 0, 0, 3, 0, 0, 0, 0, 3, 0, 0, 3, 1]"
151,Bundesliga,2008,Hamburg,"[1, 3, 3, 3, 0, 3, 3, 1, 0, 3, 0, 3, 0, 3, 1, 3, 3, 3, 0, 3, 3, 0, 0, 3, 3, 3, 0, 3, 0, 1, 0, 3, 0, 3]"
152,Bundesliga,2008,Hannover,"[0, 1, 0, 3, 0, 3, 1, 0, 1, 0, 3, 0, 1, 0, 3, 0, 1, 3, 0, 1, 0, 3, 0, 1, 1, 0, 3, 0, 3, 3, 1, 3, 0, 1]"
153,Bundesliga,2008,Hertha,"[3, 1, 0, 1, 3, 0, 3, 3, 1, 3, 0, 3, 3, 3, 3, 0, 3, 3, 1, 3, 0, 3, 3, 3, 0, 0, 0, 3, 3, 1, 3, 3, 1, 0]"
154,Bundesliga,2008,Hoffenheim,"[3, 3, 0, 1, 3, 0, 3, 3, 3, 3, 3, 0, 3, 3, 3, 0, 1, 3, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 3, 3, 1, 3]"
155,Bundesliga,2008,Karlsruhe,"[3, 0, 0, 0, 3, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 3, 1, 0, 0, 0, 0, 0, 1, 0, 1, 3, 1, 0, 0, 3, 3]"
156,Bundesliga,2008,Leverkusen,"[0, 3, 3, 0, 3, 3, 0, 3, 3, 3, 3, 1, 3, 0, 0, 3, 1, 1, 0, 3, 0, 0, 1, 0, 1, 3, 1, 0, 0, 3, 1, 0, 3, 0]"
157,Bundesliga,2008,MGladbach,"[0, 0, 3, 0, 0, 0, 0, 1, 3, 0, 0, 3, 1, 0, 0, 0, 0, 0, 1, 1, 3, 0, 3, 3, 0, 1, 0, 0, 1, 0, 3, 3, 0, 1]"
158,Bundesliga,2008,Schalke 04,"[3, 1, 3, 1, 3, 0, 1, 1, 1, 3, 3, 0, 0, 3, 0, 3, 1, 0, 3, 0, 1, 3, 3, 0, 0, 3, 3, 3, 3, 0, 0, 0, 1, 0]"
159,Bundesliga,2008,Stuttgart,"[3, 0, 3, 1, 3, 0, 3, 0, 3, 0, 0, 1, 1, 0, 3, 3, 1, 3, 3, 1, 1, 3, 3, 0, 3, 3, 3, 3, 3, 1, 3, 3, 3, 0]"
160,Bundesliga,2008,Werder Bremen,"[1, 1, 0, 3, 3, 3, 0, 1, 1, 0, 3, 1, 3, 0, 3, 0, 3, 0, 0, 1, 0, 1, 1, 3, 0, 3, 1, 0, 3, 0, 3, 3, 0, 0]"
161,Bundesliga,2008,Wolfsburg,"[3, 1, 1, 1, 3, 0, 1, 3, 0, 3, 0, 3, 0, 3, 1, 3, 0, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 0, 3, 3, 3]"
162,Bundesliga,2009,Bayern Munich,"[1, 1, 0, 3, 3, 3, 0, 1, 3, 3, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 1, 3, 0, 0, 3, 1, 3, 1, 3, 3]"
163,Bundesliga,2009,Bochum,"[1, 0, 3, 0, 0, 0, 3, 1, 0, 0, 0, 0, 3, 1, 1, 0, 3, 3, 1, 1, 1, 3, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
164,Bundesliga,2009,Dortmund,"[3, 0, 1, 1, 0, 1, 0, 3, 3, 1, 3, 1, 1, 3, 3, 3, 3, 3, 3, 0, 0, 0, 3, 0, 3, 3, 3, 1, 3, 0, 1, 3, 1, 0]"
165,Bundesliga,2009,Ein Frankfurt,"[3, 1, 1, 1, 3, 1, 0, 0, 3, 0, 3, 0, 0, 3, 3, 1, 1, 3, 1, 0, 3, 3, 1, 0, 0, 0, 3, 3, 3, 0, 1, 1, 0, 0]"
166,Bundesliga,2009,FC Koln,"[0, 0, 1, 0, 0, 3, 0, 1, 3, 1, 0, 3, 0, 1, 1, 1, 3, 0, 3, 3, 1, 0, 0, 1, 1, 0, 1, 3, 0, 3, 3, 0, 1, 0]"
167,Bundesliga,2009,Freiburg,"[1, 0, 0, 3, 0, 3, 3, 0, 0, 0, 0, 3, 0, 3, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 3, 1, 1, 0, 3, 3, 1, 3]"
168,Bundesliga,2009,Hamburg,"[1, 3, 3, 3, 3, 1, 3, 3, 1, 1, 0, 1, 0, 1, 1, 3, 3, 3, 0, 1, 1, 3, 1, 0, 3, 0, 1, 0, 1, 3, 0, 0, 3, 1]"
169,Bundesliga,2009,Hannover,"[0, 1, 3, 0, 1, 1, 0, 3, 0, 3, 3, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 1, 3, 0, 0, 3, 3]"
170,Bundesliga,2009,Hertha,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 3, 1, 1, 0, 1, 3, 0, 0, 0, 3, 1, 3, 0, 1, 0, 1, 0]"
171,Bundesliga,2009,Hoffenheim,"[1, 0, 1, 3, 3, 3, 3, 0, 0, 3, 3, 0, 3, 0, 1, 1, 0, 0, 0, 0, 3, 0, 1, 3, 0, 0, 1, 1, 0, 0, 1, 3, 3, 1]"
172,Bundesliga,2009,Leverkusen,"[1, 3, 3, 3, 3, 1, 3, 3, 1, 1, 1, 3, 1, 3, 1, 1, 3, 3, 3, 3, 1, 3, 1, 1, 0, 3, 0, 0, 0, 1, 0, 3, 1, 1]"
173,Bundesliga,2009,MGladbach,"[1, 3, 0, 3, 0, 0, 0, 0, 0, 1, 3, 1, 3, 3, 0, 3, 0, 0, 1, 3, 0, 3, 1, 1, 0, 0, 1, 3, 0, 3, 0, 1, 0, 1]"
174,Bundesliga,2009,Mainz,"[1, 1, 3, 0, 3, 3, 0, 3, 0, 3, 1, 3, 1, 1, 0, 1, 0, 0, 3, 0, 3, 1, 1, 0, 3, 3, 0, 0, 0, 3, 3, 1, 1, 1]"
175,Bundesliga,2009,Nurnberg,"[0, 1, 0, 1, 3, 0, 0, 0, 3, 0, 1, 0, 3, 0, 0, 0, 0, 0, 1, 3, 0, 0, 1, 1, 3, 3, 1, 0, 3, 0, 0, 0, 0, 3]"
176,Bundesliga,2009,Schalke 04,"[3, 3, 1, 0, 3, 0, 3, 3, 3, 1, 1, 1, 3, 0, 3, 3, 3, 3, 1, 3, 1, 3, 0, 3, 3, 3, 1, 3, 0, 0, 3, 3, 0, 1]"
177,Bundesliga,2009,Stuttgart,"[0, 3, 1, 1, 0, 0, 3, 0, 0, 0, 1, 1, 1, 0, 1, 1, 3, 3, 3, 3, 3, 0, 3, 3, 1, 0, 3, 3, 3, 3, 3, 3, 1, 1]"
178,Bundesliga,2009,Werder Bremen,"[0, 1, 3, 3, 1, 1, 3, 3, 3, 3, 1, 1, 3, 1, 1, 0, 0, 0, 0, 0, 3, 3, 1, 3, 1, 3, 3, 3, 0, 3, 3, 3, 3, 1]"
179,Bundesliga,2009,Wolfsburg,"[3, 3, 0, 0, 0, 3, 3, 1, 3, 1, 1, 3, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 3, 3, 3, 3, 0, 3, 3, 3, 0, 0, 1, 3]"
180,Bundesliga,2010,Bayern Munich,"[3, 0, 1, 1, 3, 0, 0, 3, 1, 3, 1, 3, 1, 3, 0, 3, 3, 1, 3, 3, 0, 3, 3, 0, 0, 3, 3, 3, 1, 3, 1, 3, 3, 3]"
181,Bundesliga,2010,Dortmund,"[0, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 0, 3, 1, 3, 1, 1, 3, 3, 3, 0, 1, 3, 1, 3, 0, 3, 0, 3]"
182,Bundesliga,2010,Ein Frankfurt,"[0, 0, 3, 0, 0, 3, 3, 3, 1, 3, 3, 1, 0, 0, 3, 0, 3, 0, 0, 0, 1, 0, 0, 0, 1, 0, 3, 1, 1, 0, 1, 0, 0, 0]"
183,Bundesliga,2010,FC Koln,"[0, 0, 3, 1, 0, 1, 0, 0, 0, 3, 0, 0, 3, 1, 0, 3, 0, 1, 3, 0, 3, 3, 1, 3, 0, 3, 0, 3, 0, 0, 0, 3, 3, 3]"
184,Bundesliga,2010,Freiburg,"[0, 3, 3, 3, 0, 0, 3, 0, 3, 0, 3, 3, 0, 0, 3, 3, 1, 1, 1, 3, 1, 0, 3, 0, 0, 0, 0, 1, 3, 0, 0, 3, 0, 0]"
185,Bundesliga,2010,Hamburg,"[3, 3, 1, 1, 0, 0, 3, 3, 1, 0, 3, 0, 0, 3, 0, 0, 3, 3, 3, 0, 3, 0, 3, 1, 0, 0, 3, 1, 1, 1, 0, 0, 1, 1]"
186,Bundesliga,2010,Hannover,"[3, 3, 1, 0, 3, 3, 0, 0, 3, 0, 0, 3, 3, 3, 3, 3, 0, 3, 0, 0, 3, 1, 3, 3, 3, 0, 3, 0, 3, 1, 3, 0, 0, 3]"
187,Bundesliga,2010,Hoffenheim,"[3, 3, 3, 1, 0, 1, 0, 3, 1, 3, 0, 0, 3, 1, 1, 1, 1, 0, 1, 3, 3, 0, 1, 0, 0, 3, 0, 1, 0, 3, 0, 0, 3, 0]"
188,Bundesliga,2010,Kaiserslautern,"[3, 3, 0, 1, 0, 0, 0, 0, 0, 3, 0, 1, 3, 3, 0, 1, 3, 1, 0, 0, 0, 1, 0, 1, 1, 3, 3, 0, 3, 0, 3, 3, 3, 3]"
189,Bundesliga,2010,Leverkusen,"[3, 0, 1, 1, 3, 3, 1, 3, 0, 3, 3, 3, 1, 1, 3, 3, 1, 0, 3, 3, 0, 3, 3, 1, 3, 3, 3, 3, 3, 0, 3, 0, 1, 3]"
190,Bundesliga,2010,MGladbach,"[1, 3, 0, 0, 0, 1, 1, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 3, 0, 3, 0, 0, 3, 0, 3, 1, 0, 0, 3, 0, 3, 3, 3, 1]"
191,Bundesliga,2010,Mainz,"[3, 3, 3, 3, 3, 3, 3, 0, 3, 0, 0, 0, 3, 3, 0, 0, 3, 0, 0, 3, 1, 0, 0, 3, 3, 0, 1, 1, 0, 3, 1, 3, 3, 3]"
192,Bundesliga,2010,Nurnberg,"[1, 0, 1, 1, 3, 0, 3, 0, 3, 3, 3, 0, 0, 0, 0, 1, 3, 0, 1, 3, 3, 3, 3, 1, 3, 3, 0, 0, 1, 3, 1, 0, 0, 0]"
193,Bundesliga,2010,Schalke 04,"[0, 0, 0, 0, 3, 1, 0, 1, 1, 0, 3, 1, 3, 0, 3, 3, 3, 0, 3, 0, 1, 3, 0, 1, 0, 3, 0, 3, 3, 1, 0, 0, 0, 0]"
194,Bundesliga,2010,St Pauli,"[3, 0, 0, 1, 3, 0, 3, 3, 0, 0, 0, 0, 1, 0, 3, 0, 0, 1, 1, 3, 3, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
195,Bundesliga,2010,Stuttgart,"[0, 0, 0, 3, 0, 0, 0, 1, 3, 0, 3, 1, 0, 0, 1, 0, 0, 3, 1, 0, 3, 0, 0, 3, 3, 3, 1, 1, 0, 3, 3, 3, 3, 0]"
196,Bundesliga,2010,Werder Bremen,"[0, 3, 1, 0, 0, 3, 1, 3, 3, 0, 0, 1, 0, 3, 1, 0, 0, 3, 0, 0, 1, 1, 0, 1, 3, 1, 3, 1, 1, 1, 3, 0, 3, 0]"
197,Bundesliga,2010,Wolfsburg,"[0, 0, 0, 3, 3, 3, 1, 0, 0, 3, 0, 1, 1, 1, 1, 1, 1, 1, 3, 0, 0, 0, 0, 3, 0, 0, 1, 1, 0, 1, 3, 3, 0, 3]"
198,Bundesliga,2011,Augsburg,"[1, 1, 0, 0, 0, 1, 1, 0, 3, 1, 0, 0, 0, 3, 0, 3, 1, 0, 1, 1, 1, 0, 3, 1, 1, 3, 1, 3, 0, 0, 3, 1, 1, 3]"
199,Bundesliga,2011,Bayern Munich,"[0, 3, 3, 3, 3, 3, 3, 1, 3, 0, 3, 3, 0, 0, 3, 3, 3, 0, 3, 1, 3, 1, 3, 0, 3, 3, 3, 3, 3, 0, 1, 3, 3, 3]"
200,Bundesliga,2011,Dortmund,"[3, 0, 3, 1, 0, 0, 3, 3, 3, 3, 1, 3, 3, 3, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 1, 3, 3, 3, 3, 3, 3]"
201,Bundesliga,2011,FC Koln,"[0, 0, 1, 3, 0, 3, 3, 0, 3, 0, 3, 0, 0, 1, 3, 1, 0, 0, 0, 3, 0, 0, 0, 1, 3, 0, 0, 0, 1, 0, 0, 1, 0, 0]"
202,Bundesliga,2011,Freiburg,"[1, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 3, 1, 1, 1, 0, 0, 3, 0, 1, 0, 1, 0, 3, 1, 3, 3, 3, 1, 3, 1, 1, 3, 0]"
203,Bundesliga,2011,Hamburg,"[0, 1, 0, 0, 0, 0, 3, 0, 3, 1, 1, 1, 3, 1, 3, 1, 1, 0, 3, 1, 3, 0, 1, 0, 0, 0, 0, 3, 1, 0, 3, 1, 1, 0]"
204,Bundesliga,2011,Hannover,"[3, 3, 1, 1, 0, 3, 1, 3, 0, 3, 0, 1, 0, 1, 1, 1, 1, 1, 3, 3, 1, 3, 0, 1, 0, 3, 0, 3, 0, 3, 0, 1, 0, 3]"
205,Bundesliga,2011,Hertha,"[0, 1, 1, 3, 3, 1, 0, 3, 0, 1, 3, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3, 0, 1, 0, 1, 0, 0, 3]"
206,Bundesliga,2011,Hoffenheim,"[0, 3, 3, 0, 3, 3, 0, 1, 0, 3, 0, 1, 0, 1, 0, 3, 1, 1, 0, 1, 1, 1, 3, 1, 0, 0, 3, 1, 3, 3, 1, 0, 0, 0]"
207,Bundesliga,2011,Kaiserslautern,"[0, 1, 1, 0, 0, 3, 0, 0, 3, 3, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0]"
208,Bundesliga,2011,Leverkusen,"[0, 3, 3, 1, 3, 0, 0, 3, 1, 0, 3, 1, 3, 1, 3, 1, 0, 3, 1, 1, 0, 3, 3, 3, 0, 0, 0, 0, 1, 3, 1, 3, 3, 3]"
209,Bundesliga,2011,MGladbach,"[3, 1, 3, 0, 3, 3, 3, 0, 1, 0, 3, 3, 3, 3, 1, 0, 3, 3, 3, 1, 3, 3, 1, 0, 1, 3, 0, 0, 1, 1, 3, 0, 1, 3]"
210,Bundesliga,2011,Mainz,"[3, 3, 0, 1, 0, 0, 0, 1, 0, 1, 0, 3, 3, 1, 1, 1, 0, 0, 3, 1, 1, 1, 3, 0, 3, 0, 0, 3, 0, 3, 1, 1, 1, 0]"
211,Bundesliga,2011,Nurnberg,"[3, 0, 0, 3, 3, 1, 0, 1, 0, 1, 0, 0, 0, 3, 0, 0, 3, 3, 0, 0, 1, 3, 3, 3, 0, 0, 0, 0, 1, 3, 3, 1, 3, 0]"
212,Bundesliga,2011,Schalke 04,"[0, 3, 3, 3, 0, 0, 3, 3, 0, 3, 3, 1, 3, 0, 3, 3, 3, 3, 3, 1, 0, 3, 0, 0, 3, 3, 3, 1, 3, 0, 0, 1, 3, 3]"
213,Bundesliga,2011,Stuttgart,"[3, 1, 0, 0, 3, 3, 0, 3, 3, 1, 1, 0, 3, 0, 1, 0, 0, 0, 0, 1, 3, 0, 3, 3, 1, 3, 3, 1, 3, 3, 3, 1, 0, 3]"
214,Bundesliga,2011,Werder Bremen,"[3, 0, 3, 3, 3, 1, 3, 0, 0, 1, 3, 3, 0, 3, 0, 3, 0, 1, 1, 1, 1, 3, 0, 0, 3, 0, 1, 0, 1, 1, 0, 0, 0, 0]"
215,Bundesliga,2011,Wolfsburg,"[3, 0, 0, 0, 3, 0, 3, 0, 3, 1, 0, 0, 3, 0, 1, 0, 3, 3, 0, 1, 3, 0, 0, 1, 3, 3, 3, 3, 0, 0, 0, 1, 3, 0]"
216,Bundesliga,2012,Augsburg,"[0, 0, 1, 0, 0, 1, 3, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 3, 1, 1, 1, 0, 3, 3, 0, 3, 0, 0, 3, 0, 3, 0, 0, 3]"
217,Bundesliga,2012,Bayern Munich,"[3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 1, 3, 3, 1, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3]"
218,Bundesliga,2012,Dortmund,"[3, 1, 3, 0, 1, 3, 1, 0, 3, 1, 3, 3, 3, 1, 1, 0, 3, 3, 3, 3, 0, 3, 1, 3, 0, 3, 3, 3, 3, 3, 3, 1, 1, 0]"
219,Bundesliga,2012,Ein Frankfurt,"[3, 3, 3, 3, 1, 3, 0, 3, 0, 1, 0, 3, 1, 0, 0, 3, 3, 0, 3, 3, 1, 0, 1, 0, 1, 0, 3, 0, 0, 3, 1, 3, 1, 1]"
220,Bundesliga,2012,Fortuna Dusseldorf,"[3, 1, 1, 1, 3, 1, 0, 0, 0, 0, 1, 0, 3, 1, 3, 0, 3, 0, 0, 3, 0, 3, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
221,Bundesliga,2012,Freiburg,"[1, 0, 3, 1, 0, 0, 3, 3, 0, 1, 1, 3, 3, 0, 1, 3, 3, 1, 1, 0, 3, 3, 1, 1, 0, 0, 3, 3, 3, 0, 0, 3, 3, 0]"
222,Bundesliga,2012,Greuther Furth,"[0, 3, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 3, 0, 0, 1, 1, 0, 1, 0, 0, 0, 3, 0, 3, 0, 0]"
223,Bundesliga,2012,Hamburg,"[0, 0, 0, 3, 1, 3, 3, 0, 3, 0, 1, 3, 0, 3, 1, 3, 0, 1, 3, 0, 3, 3, 0, 1, 3, 0, 0, 0, 3, 3, 0, 1, 3, 0]"
224,Bundesliga,2012,Hannover,"[1, 3, 3, 0, 3, 0, 1, 0, 0, 3, 3, 0, 0, 3, 0, 3, 0, 0, 3, 0, 3, 1, 3, 0, 1, 0, 3, 1, 0, 0, 3, 1, 0, 3]"
225,Bundesliga,2012,Hoffenheim,"[0, 0, 0, 3, 3, 1, 0, 1, 0, 3, 1, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 3, 1, 0, 3, 1, 0, 3, 1, 0, 3]"
226,Bundesliga,2012,Leverkusen,"[0, 3, 0, 1, 3, 3, 1, 1, 3, 3, 0, 3, 3, 3, 3, 0, 3, 3, 1, 0, 1, 3, 1, 3, 0, 0, 3, 1, 1, 3, 3, 3, 3, 3]"
227,Bundesliga,2012,MGladbach,"[3, 1, 0, 1, 1, 0, 3, 0, 3, 1, 3, 0, 1, 3, 1, 3, 1, 1, 3, 0, 1, 0, 1, 3, 1, 3, 0, 3, 0, 3, 0, 0, 3, 0]"
228,Bundesliga,2012,Mainz,"[1, 0, 0, 3, 0, 3, 3, 1, 3, 0, 3, 0, 0, 3, 3, 0, 3, 1, 3, 0, 1, 1, 1, 1, 3, 1, 1, 0, 0, 0, 1, 1, 0, 1]"
229,Bundesliga,2012,Nurnberg,"[3, 1, 3, 0, 0, 0, 0, 1, 0, 3, 0, 1, 1, 3, 0, 3, 1, 1, 0, 3, 1, 1, 1, 1, 3, 3, 1, 3, 0, 0, 0, 0, 3, 3]"
