League,Season,Team,Sequence,seq_len
La_Liga,2009,Almeria,"[1, 0, 3, 1, 1, 0, 3, 0, 0, 3, 0, 0, 0, 1, 0, 3, 1, 1, 0, 1, 3, 1, 3, 3, 1, 3, 0, 3, 0, 1, 0, 0, 1, 0, 0, 3, 1, 0]",38
La_Liga,2009,Ath Bilbao,"[3, 3, 3, 0, 0, 1, 0, 0, 3, 3, 1, 3, 0, 3, 3, 0, 1, 3, 0, 0, 3, 0, 3, 1, 3, 1, 1, 0, 3, 0, 3, 0, 1, 1, 0, 1, 0, 3]",38
La_Liga,2009,Ath Madrid,"[0, 1, 0, 1, 1, 3, 0, 1, 0, 0, 0, 3, 3, 0, 1, 3, 3, 3, 0, 0, 1, 3, 0, 3, 1, 3, 0, 3, 0, 3, 0, 0, 0, 3, 0, 3, 1, 0]",38
La_Liga,2009,Barcelona,"[3, 3, 3, 3, 3, 3, 1, 3, 1, 3, 1, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 0, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3]",38
La_Liga,2009,Espanol,"[0, 0, 3, 3, 1, 1, 3, 1, 1, 0, 0, 0, 0, 0, 3, 0, 3, 0, 1, 3, 0, 3, 0, 1, 1, 0, 3, 1, 1, 1, 3, 0, 1, 3, 0, 0, 3, 0]",38
La_Liga,2009,Getafe,"[3, 0, 0, 3, 0, 3, 0, 3, 0, 0, 3, 3, 0, 3, 3, 3, 0, 0, 3, 1, 0, 1, 0, 0, 1, 3, 1, 0, 3, 1, 3, 3, 0, 3, 1, 1, 3, 3]",38
La_Liga,2009,La Coruna,"[0, 3, 0, 3, 3, 3, 3, 0, 1, 3, 3, 3, 0, 1, 1, 1, 3, 0, 3, 0, 1, 0, 3, 0, 3, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 3, 0]",38
La_Liga,2009,Malaga,"[3, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 3, 1, 1, 3, 0, 3, 1, 3, 3, 0, 0, 0, 3, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1]",38
La_Liga,2009,Mallorca,"[3, 1, 3, 0, 3, 0, 3, 1, 3, 0, 3, 1, 3, 3, 0, 3, 0, 3, 1, 0, 3, 0, 0, 3, 3, 0, 3, 1, 0, 1, 3, 1, 3, 1, 3, 0, 0, 3]",38
La_Liga,2009,Osasuna,"[1, 0, 0, 3, 3, 0, 3, 1, 1, 0, 0, 3, 1, 0, 0, 1, 0, 3, 3, 3, 3, 0, 1, 0, 1, 0, 0, 0, 3, 0, 3, 1, 0, 1, 0, 3, 0, 1]",38
La_Liga,2009,Real Madrid,"[3, 3, 3, 3, 3, 0, 3, 1, 3, 3, 3, 0, 3, 3, 3, 1, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 1]",38
La_Liga,2009,Santander,"[0, 1, 3, 0, 1, 0, 1, 1, 0, 0, 0, 0, 3, 3, 0, 3, 3, 1, 3, 1, 1, 0, 0, 0, 1, 1, 3, 1, 0, 0, 1, 3, 1, 0, 0, 0, 0, 3]",38
La_Liga,2009,Sevilla,"[0, 3, 3, 3, 3, 3, 0, 1, 3, 3, 3, 1, 1, 3, 0, 0, 0, 0, 3, 3, 0, 3, 3, 1, 0, 1, 0, 1, 0, 3, 3, 0, 3, 0, 3, 3, 0, 3]",38
La_Liga,2009,Sp Gijon,"[0, 3, 1, 1, 0, 3, 3, 1, 1, 3, 1, 3, 0, 0, 0, 1, 3, 0, 0, 0, 0, 1, 3, 3, 0, 1, 0, 3, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0]",38
La_Liga,2009,Tenerife,"[0, 3, 0, 3, 0, 0, 0, 3, 0, 1, 0, 1, 3, 0, 1, 0, 0, 1, 1, 0, 0, 3, 0, 0, 0, 3, 0, 1, 1, 0, 1, 3, 3, 0, 3, 0, 1, 0]",38
La_Liga,2009,Valencia,"[3, 3, 1, 0, 1, 3, 1, 3, 3, 3, 3, 1, 3, 0, 1, 3, 3, 3, 1, 0, 3, 1, 3, 0, 1, 0, 3, 3, 0, 3, 0, 3, 0, 3, 3, 3, 0, 3]",38
La_Liga,2009,Valladolid,"[1, 0, 3, 0, 0, 1, 0, 3, 1, 1, 0, 1, 1, 1, 3, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 3, 1, 0, 0, 1, 3, 1, 3, 1, 0, 3, 0]",38
La_Liga,2009,Villarreal,"[1, 1, 0, 0, 0, 1, 0, 3, 3, 0, 3, 0, 3, 3, 3, 1, 1, 0, 3, 0, 0, 3, 0, 3, 1, 3, 0, 1, 3, 3, 3, 0, 3, 3, 0, 0, 3, 1]",38
La_Liga,2009,Xerez,"[0, 0, 0, 0, 1, 1, 3, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 1, 3, 0, 3, 1, 3, 1, 0, 3, 1, 0, 3, 0, 3, 1]",38
La_Liga,2009,Zaragoza,"[3, 0, 0, 1, 3, 0, 1, 0, 3, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 3, 3, 1, 0, 3, 1, 1, 0, 0, 3, 3, 0, 1, 1, 0, 3, 3, 0, 1]",38
La_Liga,2010,Almeria,"[1, 1, 0, 0, 3, 1, 0, 1, 1, 1, 0, 0, 0, 1, 3, 0, 0, 0, 1, 3, 0, 3, 0, 1, 0, 1, 3, 1, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0]",38
La_Liga,2010,Ath Bilbao,"[3, 0, 1, 3, 0, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 3, 0, 1, 3, 3, 3, 3, 0, 0, 0, 0, 3, 1, 0, 3, 0, 3, 3, 0, 3, 0, 1, 3]",38
La_Liga,2010,Ath Madrid,"[3, 3, 0, 1, 3, 0, 3, 0, 1, 0, 3, 3, 0, 0, 3, 3, 1, 0, 3, 0, 0, 0, 0, 3, 1, 1, 3, 1, 0, 3, 3, 1, 3, 3, 0, 0, 3, 3]",38
La_Liga,2010,Barcelona,"[3, 0, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 1, 3, 3, 3, 1, 3, 0, 3, 1, 1, 3]",38
La_Liga,2010,Espanol,"[3, 0, 3, 0, 3, 0, 3, 3, 0, 3, 1, 3, 3, 3, 0, 0, 0, 3, 3, 3, 0, 0, 0, 0, 3, 0, 0, 3, 0, 0, 1, 1, 0, 3, 0, 1, 0, 0]",38
La_Liga,2010,Getafe,"[0, 3, 1, 0, 3, 3, 0, 3, 0, 0, 0, 1, 3, 3, 3, 3, 0, 1, 0, 0, 0, 3, 1, 0, 1, 1, 0, 1, 0, 0, 0, 3, 0, 0, 3, 0, 3, 1]",38
La_Liga,2010,Hercules,"[0, 3, 0, 1, 3, 0, 1, 1, 0, 0, 3, 0, 3, 0, 3, 1, 0, 3, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 3, 1, 0, 3, 0, 0, 1, 0, 1]",38
La_Liga,2010,La Coruna,"[1, 1, 1, 0, 0, 0, 1, 0, 3, 3, 1, 3, 0, 3, 0, 1, 3, 0, 0, 0, 1, 0, 3, 1, 1, 1, 3, 0, 0, 3, 1, 3, 0, 0, 1, 3, 1, 0]",38
La_Liga,2010,Levante,"[0, 0, 0, 3, 1, 1, 3, 0, 0, 0, 0, 3, 0, 3, 1, 0, 0, 0, 0, 0, 3, 3, 3, 0, 3, 1, 3, 1, 3, 3, 1, 3, 0, 1, 0, 1, 1, 0]",38
La_Liga,2010,Malaga,"[0, 3, 0, 3, 0, 1, 0, 0, 0, 0, 3, 0, 0, 3, 0, 0, 3, 1, 0, 0, 0, 1, 1, 1, 3, 0, 0, 3, 3, 0, 1, 3, 3, 3, 3, 3, 1, 0]",38
La_Liga,2010,Mallorca,"[1, 0, 3, 0, 3, 1, 0, 3, 3, 0, 1, 3, 3, 0, 0, 0, 3, 3, 0, 0, 0, 1, 3, 0, 0, 3, 0, 1, 3, 0, 1, 0, 3, 0, 1, 1, 0, 0]",38
La_Liga,2010,Osasuna,"[1, 0, 0, 3, 0, 1, 1, 3, 0, 3, 0, 3, 0, 0, 1, 1, 0, 1, 0, 0, 3, 1, 0, 3, 0, 1, 3, 3, 3, 0, 0, 0, 0, 3, 3, 3, 0, 3]",38
La_Liga,2010,Real Madrid,"[1, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 1, 3, 0, 3, 3, 3, 1, 3, 3, 3, 3, 0, 3, 1, 3, 0, 3, 3, 3, 3]",38
La_Liga,2010,Santander,"[0, 0, 3, 1, 0, 0, 3, 0, 3, 0, 1, 0, 3, 0, 3, 1, 1, 1, 0, 0, 1, 1, 3, 3, 1, 1, 0, 0, 3, 3, 1, 0, 0, 3, 3, 3, 0, 0]",38
La_Liga,2010,Sevilla,"[3, 1, 3, 1, 0, 3, 0, 3, 0, 3, 3, 0, 0, 0, 0, 0, 3, 3, 0, 3, 1, 1, 0, 3, 1, 3, 0, 1, 3, 3, 1, 0, 3, 3, 0, 0, 3, 3]",38
La_Liga,2010,Sociedad,"[3, 1, 0, 0, 0, 3, 0, 3, 3, 3, 0, 0, 3, 3, 0, 0, 0, 0, 3, 0, 3, 0, 3, 3, 0, 1, 0, 0, 0, 0, 0, 3, 0, 3, 0, 3, 0, 1]",38
La_Liga,2010,Sp Gijon,"[0, 3, 1, 0, 0, 1, 3, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 3, 3, 3, 0, 1, 1, 1, 0, 3, 1, 3, 3, 3, 0, 3, 1, 1, 0, 3, 1]",38
La_Liga,2010,Valencia,"[3, 3, 3, 1, 3, 3, 0, 0, 1, 0, 3, 1, 3, 0, 1, 3, 3, 3, 3, 3, 1, 3, 3, 1, 3, 0, 3, 0, 0, 3, 3, 3, 0, 0, 3, 1, 1, 3]",38
La_Liga,2010,Villarreal,"[0, 3, 3, 3, 3, 3, 1, 3, 1, 3, 0, 1, 3, 3, 0, 3, 3, 0, 3, 3, 3, 0, 0, 1, 1, 3, 0, 1, 3, 0, 0, 3, 0, 3, 1, 1, 0, 0]",38
La_Liga,2010,Zaragoza,"[1, 0, 0, 1, 0, 1, 0, 0, 1, 3, 0, 1, 0, 1, 0, 1, 3, 0, 3, 3, 3, 1, 0, 0, 1, 3, 0, 3, 0, 0, 3, 0, 3, 3, 0, 0, 3, 3]",38
La_Liga,2011,Ath Bilbao,"[1, 0, 0, 0, 1, 3, 3, 1, 3, 1, 1, 3, 0, 1, 1, 3, 1, 3, 0, 3, 1, 0, 3, 1, 3, 0, 0, 0, 1, 0, 3, 1, 3, 3, 0, 0, 1, 0]",38
La_Liga,2011,Ath Madrid,"[1, 0, 3, 3, 0, 1, 1, 1, 0, 3, 0, 3, 0, 3, 0, 0, 1, 3, 3, 3, 1, 1, 1, 0, 1, 3, 0, 3, 0, 3, 0, 0, 3, 3, 1, 1, 3, 3]",38
La_Liga,2011,Barcelona,"[3, 1, 3, 1, 3, 3, 3, 1, 3, 3, 1, 3, 0, 3, 3, 3, 1, 3, 3, 1, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 1]",38
La_Liga,2011,Betis,"[3, 3, 3, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 3, 3, 0, 1, 0, 0, 3, 3, 1, 0, 0, 0, 1, 1, 3, 3, 1, 3, 0, 1, 3, 0, 1]",38
La_Liga,2011,Espanol,"[0, 3, 0, 3, 0, 0, 3, 3, 3, 0, 1, 1, 0, 0, 3, 3, 1, 1, 3, 3, 1, 0, 1, 0, 0, 3, 3, 1, 0, 1, 1, 0, 3, 0, 0, 0, 0, 1]",38
La_Liga,2011,Getafe,"[1, 0, 0, 0, 3, 0, 1, 1, 1, 0, 3, 0, 3, 0, 3, 3, 1, 1, 3, 3, 0, 0, 1, 1, 0, 3, 3, 1, 3, 0, 3, 0, 3, 0, 0, 1, 1, 0]",38
La_Liga,2011,Granada,"[0, 0, 3, 0, 1, 0, 1, 0, 0, 3, 1, 3, 3, 1, 0, 3, 0, 0, 0, 3, 3, 0, 3, 0, 0, 0, 3, 0, 0, 3, 1, 1, 0, 3, 0, 3, 0, 0]",38
La_Liga,2011,Levante,"[1, 1, 3, 3, 3, 3, 3, 3, 3, 0, 0, 0, 3, 0, 3, 0, 1, 0, 1, 0, 1, 0, 0, 3, 3, 0, 3, 3, 0, 1, 3, 0, 0, 1, 3, 0, 0, 3]",38
La_Liga,2011,Malaga,"[0, 3, 3, 3, 1, 3, 0, 0, 0, 3, 1, 3, 3, 0, 1, 0, 1, 0, 0, 3, 0, 3, 0, 3, 3, 3, 1, 3, 3, 0, 3, 0, 1, 1, 3, 0, 0, 3]",38
La_Liga,2011,Mallorca,"[3, 0, 0, 0, 3, 1, 1, 1, 0, 0, 1, 3, 1, 1, 3, 0, 1, 0, 3, 0, 3, 0, 3, 0, 1, 1, 3, 3, 0, 0, 1, 3, 0, 3, 3, 3, 3, 0]",38
La_Liga,2011,Osasuna,"[1, 3, 0, 1, 1, 1, 0, 3, 1, 3, 0, 1, 3, 3, 1, 3, 1, 0, 1, 0, 1, 3, 0, 3, 1, 3, 1, 1, 3, 0, 0, 3, 0, 1, 1, 0, 3, 3]",38
La_Liga,2011,Real Madrid,"[3, 3, 0, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 1, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3]",38
La_Liga,2011,Santander,"[0, 1, 0, 1, 1, 1, 0, 0, 1, 3, 1, 0, 0, 3, 1, 1, 3, 3, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",38
La_Liga,2011,Sevilla,"[3, 1, 3, 1, 3, 1, 3, 1, 1, 0, 1, 0, 3, 3, 0, 0, 0, 1, 1, 0, 0, 0, 3, 3, 1, 0, 0, 3, 3, 3, 0, 3, 0, 1, 0, 0, 3, 1]",38
La_Liga,2011,Sociedad,"[3, 1, 0, 3, 0, 0, 0, 1, 0, 0, 0, 1, 3, 3, 1, 1, 1, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 0, 0, 3, 1, 1, 1, 1, 3, 1, 0, 3]",38
La_Liga,2011,Sp Gijon,"[0, 0, 0, 0, 1, 0, 0, 3, 3, 1, 1, 3, 0, 0, 3, 0, 0, 3, 0, 0, 1, 0, 1, 1, 0, 3, 0, 0, 1, 0, 0, 3, 0, 3, 3, 0, 3, 0]",38
La_Liga,2011,Valencia,"[3, 3, 3, 1, 0, 3, 1, 1, 3, 3, 3, 0, 3, 3, 0, 3, 1, 0, 1, 1, 1, 3, 0, 0, 3, 1, 3, 0, 0, 1, 1, 3, 0, 3, 0, 3, 3, 0]",38
La_Liga,2011,Vallecano,"[1, 1, 3, 0, 0, 1, 0, 3, 3, 0, 3, 1, 0, 0, 0, 0, 3, 3, 0, 0, 3, 3, 3, 0, 3, 0, 3, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3]",38
La_Liga,2011,Villarreal,"[0, 1, 0, 3, 1, 1, 1, 0, 0, 3, 1, 3, 0, 0, 1, 0, 1, 0, 3, 1, 3, 3, 0, 1, 0, 0, 0, 1, 3, 1, 0, 3, 1, 1, 1, 3, 0, 0]",38
La_Liga,2011,Zaragoza,"[0, 1, 3, 0, 1, 1, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 3, 0, 0, 3, 0, 1, 3, 3, 3, 0, 0, 3, 0, 3, 3, 3, 3]",38
La_Liga,2012,Ath Bilbao,"[0, 0, 3, 1, 1, 0, 3, 0, 0, 3, 3, 0, 1, 0, 3, 3, 0, 0, 0, 1, 3, 1, 0, 0, 0, 3, 3, 0, 3, 0, 0, 1, 1, 1, 3, 3, 0, 1]",38
La_Liga,2012,Ath Madrid,"[1, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 0, 3, 0, 3, 1, 3, 3, 0, 3, 0, 3, 3, 1, 0, 3, 1, 1, 3, 3, 0, 1, 3, 0, 1, 3]",38
La_Liga,2012,Barcelona,"[3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 1, 3, 3, 3, 0, 3, 3, 1, 3, 3, 3, 1, 3, 3, 3, 3, 3]",38
La_Liga,2012,Betis,"[3, 0, 3, 3, 0, 0, 3, 1, 3, 3, 0, 0, 3, 3, 0, 3, 0, 3, 3, 1, 0, 0, 1, 0, 3, 1, 3, 0, 1, 3, 1, 0, 1, 0, 3, 0, 3, 1]",38
La_Liga,2012,Celta,"[0, 0, 3, 0, 3, 0, 3, 0, 1, 0, 0, 1, 3, 1, 0, 0, 0, 3, 0, 1, 1, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 3, 3, 1, 0, 0, 3, 3]",38
La_Liga,2012,Espanol,"[0, 0, 0, 1, 0, 0, 1, 3, 1, 3, 0, 0, 0, 1, 1, 1, 3, 0, 3, 3, 1, 3, 3, 3, 0, 1, 0, 3, 1, 3, 1, 3, 0, 0, 1, 0, 0, 0]",38
La_Liga,2012,Getafe,"[0, 3, 1, 0, 0, 3, 3, 0, 3, 0, 0, 3, 3, 3, 1, 1, 0, 0, 1, 1, 0, 3, 0, 3, 3, 3, 1, 3, 1, 1, 0, 0, 0, 3, 0, 0, 0, 0]",38
La_Liga,2012,Granada,"[0, 1, 0, 1, 0, 3, 3, 0, 0, 0, 3, 0, 0, 1, 0, 1, 3, 0, 1, 3, 0, 3, 3, 0, 0, 0, 1, 1, 0, 0, 0, 1, 3, 3, 1, 3, 0, 3]",38
La_Liga,2012,La Coruna,"[3, 1, 1, 1, 0, 0, 0, 0, 1, 3, 0, 0, 1, 0, 0, 1, 0, 3, 1, 0, 0, 0, 0, 0, 0, 1, 0, 3, 3, 3, 3, 1, 1, 1, 0, 3, 0, 0]",38
La_Liga,2012,Levante,"[1, 0, 3, 0, 3, 0, 3, 3, 3, 1, 0, 3, 0, 1, 3, 3, 0, 3, 0, 0, 3, 0, 0, 1, 0, 1, 1, 1, 3, 0, 0, 0, 0, 1, 1, 0, 3, 1]",38
La_Liga,2012,Malaga,"[3, 1, 3, 3, 1, 3, 0, 3, 1, 0, 0, 1, 3, 0, 3, 3, 3, 0, 0, 1, 3, 1, 3, 3, 0, 1, 1, 0, 3, 0, 3, 0, 3, 0, 0, 1, 3, 0]",38
La_Liga,2012,Mallorca,"[3, 1, 3, 1, 3, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 3, 1, 0, 0, 0, 0, 1, 0, 0, 3, 3, 0, 0, 0, 3, 1, 0, 1, 0, 3, 1, 3]",38
La_Liga,2012,Osasuna,"[0, 0, 0, 1, 0, 3, 0, 1, 0, 0, 3, 1, 1, 3, 0, 1, 0, 0, 1, 3, 0, 3, 1, 3, 3, 0, 0, 0, 3, 0, 0, 1, 1, 0, 3, 0, 3, 0]",38
La_Liga,2012,Real Madrid,"[1, 0, 3, 0, 3, 3, 1, 3, 3, 3, 3, 3, 0, 3, 3, 1, 0, 3, 1, 3, 3, 0, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 1, 1, 3]",38
La_Liga,2012,Sevilla,"[3, 1, 1, 3, 3, 0, 0, 3, 0, 1, 0, 3, 0, 0, 1, 0, 0, 3, 0, 1, 3, 3, 0, 3, 0, 3, 0, 3, 0, 3, 1, 0, 1, 3, 1, 0, 0, 3]",38
La_Liga,2012,Sociedad,"[0, 3, 0, 3, 0, 3, 0, 0, 1, 0, 3, 3, 1, 3, 1, 1, 3, 0, 1, 3, 1, 3, 3, 1, 3, 1, 3, 3, 1, 3, 3, 1, 3, 0, 1, 3, 1, 3]",38
La_Liga,2012,Valencia,"[1, 1, 0, 3, 0, 3, 0, 3, 0, 3, 1, 3, 0, 0, 3, 0, 3, 3, 3, 0, 3, 1, 3, 3, 1, 1, 0, 3, 1, 3, 1, 3, 0, 3, 3, 3, 3, 0]",38
La_Liga,2012,Valladolid,"[3, 3, 0, 0, 0, 3, 1, 0, 1, 3, 1, 0, 3, 3, 0, 1, 0, 0, 3, 3, 0, 1, 1, 0, 3, 1, 1, 0, 0, 0, 3, 1, 1, 0, 3, 0, 0, 0]",38
La_Liga,2012,Vallecano,"[3, 3, 1, 0, 0, 0, 3, 0, 0, 3, 3, 0, 3, 0, 0, 3, 3, 3, 3, 0, 3, 0, 3, 0, 0, 1, 3, 0, 0, 3, 0, 1, 1, 0, 0, 3, 3, 1]",38
La_Liga,2012,Zaragoza,"[0, 3, 0, 0, 3, 0, 0, 3, 3, 0, 3, 0, 0, 1, 3, 0, 3, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 3, 3, 1, 0, 0, 0]",38
La_Liga,2013,Almeria,"[0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 3, 3, 3, 0, 0, 1, 3, 3, 0, 0, 3, 0, 3, 0, 1, 0, 0, 0, 3, 1, 0, 0, 0, 0, 3, 3, 3, 1]",38
La_Liga,2013,Ath Bilbao,"[3, 3, 0, 3, 0, 3, 0, 1, 3, 3, 1, 0, 3, 3, 3, 1, 3, 0, 3, 3, 3, 1, 1, 0, 3, 3, 1, 1, 3, 1, 0, 3, 3, 0, 3, 3, 1, 1]",38
La_Liga,2013,Ath Madrid,"[3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 1, 3, 3, 3, 3, 3, 1, 1, 3, 3, 0, 3, 0, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 1, 1]",38
La_Liga,2013,Barcelona,"[3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 0, 3, 3, 3, 1, 1, 3, 0, 3, 3, 0, 3, 0, 3, 3, 3, 3, 3, 0, 3, 3, 1, 1, 1]",38
La_Liga,2013,Betis,"[0, 0, 1, 3, 1, 0, 3, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 1, 3, 1, 0, 3, 0, 0, 0, 0, 0, 0, 3, 0]",38
La_Liga,2013,Celta,"[1, 3, 1, 0, 1, 0, 0, 0, 0, 3, 0, 3, 0, 0, 3, 0, 1, 0, 3, 0, 3, 3, 1, 3, 1, 0, 0, 3, 0, 0, 3, 0, 1, 3, 3, 3, 3, 0]",38
La_Liga,2013,Elche,"[0, 1, 1, 1, 0, 0, 3, 3, 3, 0, 1, 0, 1, 3, 0, 0, 0, 0, 1, 3, 0, 3, 1, 1, 0, 3, 0, 1, 0, 1, 1, 3, 0, 0, 1, 3, 1, 0]",38
La_Liga,2013,Espanol,"[1, 3, 1, 3, 3, 0, 0, 0, 3, 0, 1, 0, 0, 3, 0, 1, 3, 0, 0, 3, 1, 0, 3, 3, 0, 1, 3, 0, 1, 3, 0, 0, 1, 0, 0, 0, 1, 0]",38
La_Liga,2013,Getafe,"[0, 1, 0, 3, 0, 3, 3, 3, 3, 0, 3, 0, 1, 0, 3, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 3, 0, 0, 1, 3, 1, 3, 3]",38
La_Liga,2013,Granada,"[3, 0, 1, 0, 1, 0, 3, 0, 0, 3, 0, 3, 3, 0, 0, 3, 0, 0, 3, 1, 0, 0, 0, 3, 0, 0, 3, 1, 3, 0, 0, 0, 3, 0, 0, 1, 0, 3]",38
La_Liga,2013,Levante,"[0, 1, 3, 1, 1, 1, 3, 0, 3, 3, 1, 0, 0, 0, 0, 3, 0, 0, 3, 1, 3, 1, 1, 3, 1, 3, 0, 0, 1, 0, 3, 0, 0, 1, 1, 3, 3, 0]",38
La_Liga,2013,Malaga,"[0, 0, 1, 3, 1, 3, 1, 0, 0, 0, 1, 3, 0, 0, 1, 3, 3, 0, 0, 1, 0, 3, 0, 0, 1, 1, 3, 0, 3, 0, 3, 3, 0, 3, 0, 0, 1, 3]",38
La_Liga,2013,Osasuna,"[0, 0, 0, 0, 3, 0, 0, 3, 1, 0, 3, 0, 0, 3, 0, 1, 1, 3, 3, 1, 0, 0, 3, 1, 3, 0, 0, 0, 0, 0, 1, 3, 1, 1, 0, 0, 1, 3]",38
La_Liga,2013,Real Madrid,"[3, 3, 3, 1, 3, 3, 0, 3, 3, 0, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 1, 3, 3, 3, 1, 3, 3, 0, 0, 3, 3, 3, 3, 1, 1, 0, 3]",38
La_Liga,2013,Sevilla,"[0, 1, 1, 0, 0, 3, 1, 3, 1, 3, 0, 0, 3, 3, 3, 1, 3, 3, 1, 1, 0, 0, 0, 1, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 0, 1, 0, 3]",38
La_Liga,2013,Sociedad,"[3, 1, 0, 1, 1, 0, 1, 0, 3, 3, 1, 3, 0, 3, 3, 3, 3, 3, 0, 1, 3, 0, 1, 3, 3, 0, 0, 3, 0, 3, 1, 0, 1, 3, 3, 1, 1, 0]",38
La_Liga,2013,Valencia,"[3, 0, 0, 0, 3, 3, 3, 1, 0, 0, 0, 3, 1, 0, 3, 0, 0, 3, 0, 1, 1, 3, 3, 1, 3, 0, 1, 0, 3, 1, 0, 1, 3, 1, 0, 1, 0, 3]",38
La_Liga,2013,Valladolid,"[0, 0, 3, 1, 0, 1, 1, 0, 1, 3, 1, 0, 1, 0, 0, 3, 0, 1, 0, 0, 3, 1, 1, 0, 1, 1, 3, 0, 1, 0, 3, 1, 1, 0, 3, 1, 0, 0]",38
La_Liga,2013,Vallecano,"[3, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 3, 0, 1, 0, 0, 0, 3, 0, 0, 1, 3, 0, 0, 3, 3, 3, 1, 3, 0, 3, 1, 3, 3, 0, 0, 0]",38
La_Liga,2013,Villarreal,"[3, 3, 3, 1, 1, 3, 0, 3, 0, 3, 0, 3, 1, 3, 1, 0, 0, 3, 3, 3, 0, 3, 0, 0, 3, 1, 0, 1, 0, 3, 1, 0, 3, 0, 0, 1, 3, 3]",38
La_Liga,2014,Almeria,"[1, 0, 1, 3, 0, 3, 1, 0, 0, 0, 0, 1, 0, 0, 0, 3, 3, 0, 0, 0, 3, 3, 1, 0, 1, 0, 1, 0, 0, 0, 3, 0, 3, 0, 1, 0, 0, 0]",38
La_Liga,2014,Ath Bilbao,"[0, 3, 0, 0, 0, 1, 0, 1, 3, 3, 1, 3, 3, 0, 1, 0, 0, 0, 0, 1, 3, 0, 1, 3, 3, 3, 3, 3, 0, 1, 0, 3, 3, 1, 1, 1, 3, 3]",38
La_Liga,2014,Ath Madrid,"[1, 3, 3, 1, 3, 3, 0, 3, 3, 3, 0, 3, 3, 3, 0, 3, 3, 0, 3, 3, 3, 3, 0, 3, 1, 1, 1, 3, 3, 3, 1, 3, 3, 3, 1, 1, 0, 1]",38
La_Liga,2014,Barcelona,"[3, 3, 3, 3, 1, 3, 3, 3, 0, 0, 3, 3, 3, 3, 1, 3, 0, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 1]",38
La_Liga,2014,Celta,"[3, 1, 1, 1, 3, 3, 0, 1, 3, 3, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 1, 3, 3, 1, 0, 0, 3, 0, 1, 3, 3, 0, 3, 1, 1, 1, 3]",38
