League,Season,Team,Sequence,seq_len
La_Liga,2002,Ath Madrid,"[1, 1, 3, 1, 0, 1, 1, 3, 1, 3, 3, 0, 3, 0, 0, 0, 3, 1, 0, 3, 1, 3, 0, 3, 3, 0, 1, 0, 1, 1, 0, 0, 0, 3, 3, 0, 0, 0]",38
La_Liga,2002,Barcelona,"[1, 3, 3, 0, 1, 0, 3, 1, 3, 0, 1, 0, 0, 0, 3, 3, 1, 0, 0, 0, 1, 3, 3, 1, 1, 1, 3, 0, 0, 1, 3, 3, 1, 0, 3, 3, 3, 3]",38
La_Liga,2002,Betis,"[3, 1, 3, 1, 1, 0, 1, 3, 1, 3, 0, 3, 3, 0, 3, 0, 1, 3, 3, 0, 0, 3, 0, 0, 0, 1, 1, 3, 0, 1, 0, 1, 1, 0, 1, 3, 3, 3]",38
La_Liga,2002,Celta,"[3, 3, 3, 1, 3, 0, 1, 0, 3, 0, 1, 3, 3, 0, 3, 0, 0, 0, 3, 0, 3, 3, 1, 1, 0, 3, 3, 1, 3, 3, 1, 1, 1, 0, 3, 1, 3, 0]",38
La_Liga,2002,Espanol,"[0, 0, 0, 1, 0, 3, 3, 0, 0, 0, 0, 3, 0, 0, 3, 0, 3, 1, 3, 1, 1, 0, 0, 3, 1, 3, 1, 1, 1, 1, 3, 1, 1, 1, 3, 0, 1, 0]",38
La_Liga,2002,La Coruna,"[0, 3, 3, 3, 0, 0, 3, 1, 1, 3, 1, 1, 1, 3, 3, 3, 0, 3, 0, 3, 1, 3, 3, 3, 3, 3, 0, 3, 3, 3, 0, 3, 3, 0, 0, 3, 0, 3]",38
La_Liga,2002,Malaga,"[3, 3, 1, 1, 3, 1, 0, 0, 3, 1, 1, 0, 1, 0, 0, 1, 1, 1, 3, 3, 0, 0, 1, 0, 3, 0, 1, 3, 3, 3, 1, 1, 0, 0, 0, 0, 3, 0]",38
La_Liga,2002,Mallorca,"[0, 0, 0, 3, 3, 3, 3, 3, 3, 3, 1, 1, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 1, 0, 3, 1, 3, 1, 1, 1, 3, 3, 0, 3, 0, 1, 1, 3]",38
La_Liga,2002,Osasuna,"[1, 0, 0, 0, 1, 3, 0, 0, 0, 3, 1, 3, 3, 3, 0, 0, 1, 1, 3, 0, 1, 3, 0, 1, 0, 1, 1, 0, 0, 0, 3, 0, 1, 3, 1, 3, 3, 3]",38
La_Liga,2002,Real Madrid,"[3, 3, 1, 3, 1, 0, 1, 1, 3, 1, 1, 3, 3, 3, 3, 3, 3, 1, 1, 1, 3, 0, 3, 3, 3, 3, 3, 3, 0, 1, 3, 0, 1, 3, 3, 1, 3, 3]",38
La_Liga,2002,Recreativo,"[0, 0, 0, 1, 0, 0, 1, 3, 0, 0, 3, 0, 1, 0, 0, 0, 1, 1, 3, 0, 1, 0, 3, 3, 1, 1, 1, 3, 3, 0, 3, 0, 1, 0, 0, 0, 1, 1]",38
La_Liga,2002,Santander,"[0, 3, 0, 1, 3, 3, 0, 1, 0, 0, 0, 3, 0, 3, 3, 0, 0, 0, 0, 0, 3, 3, 3, 0, 0, 0, 0, 3, 1, 3, 1, 3, 1, 0, 0, 3, 0, 0]",38
La_Liga,2002,Sevilla,"[0, 1, 1, 1, 1, 0, 3, 0, 3, 0, 1, 0, 3, 3, 0, 3, 1, 1, 0, 3, 1, 0, 3, 3, 3, 1, 3, 0, 3, 0, 0, 0, 1, 1, 3, 3, 0, 0]",38
La_Liga,2002,Sociedad,"[3, 3, 1, 3, 3, 1, 3, 3, 1, 1, 1, 3, 3, 3, 3, 1, 1, 3, 3, 0, 1, 0, 3, 0, 3, 3, 1, 0, 3, 3, 0, 3, 3, 3, 3, 1, 0, 3]",38
La_Liga,2002,Valencia,"[3, 3, 1, 3, 0, 1, 3, 3, 1, 0, 3, 1, 3, 3, 0, 0, 1, 3, 3, 3, 1, 3, 3, 1, 0, 0, 1, 0, 3, 0, 3, 0, 0, 3, 0, 1, 0, 3]",38
La_Liga,2002,Valladolid,"[3, 3, 0, 1, 0, 3, 0, 0, 3, 1, 0, 0, 0, 3, 0, 3, 1, 3, 0, 3, 0, 0, 0, 3, 1, 1, 0, 0, 0, 3, 1, 3, 1, 1, 1, 0, 3, 1]",38
La_Liga,2002,Vallecano,"[1, 0, 3, 0, 1, 3, 0, 0, 0, 0, 1, 0, 3, 3, 0, 3, 0, 0, 0, 1, 3, 0, 0, 0, 3, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1]",38
La_Liga,2002,Villarreal,"[1, 0, 0, 1, 1, 3, 1, 0, 0, 3, 1, 3, 1, 0, 0, 3, 3, 1, 0, 3, 3, 0, 0, 3, 0, 0, 1, 3, 0, 1, 0, 1, 3, 3, 0, 1, 1, 0]",38
La_Liga,2003,Albacete,"[0, 0, 0, 0, 3, 0, 3, 0, 3, 0, 0, 0, 3, 1, 3, 3, 1, 0, 0, 1, 1, 0, 0, 1, 3, 3, 3, 0, 3, 1, 0, 1, 0, 3, 3, 1, 0, 3]",38
La_Liga,2003,Ath Bilbao,"[0, 0, 3, 1, 3, 1, 3, 0, 3, 0, 3, 3, 0, 1, 0, 3, 1, 1, 0, 1, 3, 3, 3, 1, 1, 3, 0, 0, 3, 0, 1, 3, 3, 1, 0, 1, 3, 0]",38
La_Liga,2003,Ath Madrid,"[0, 3, 0, 0, 1, 0, 3, 3, 3, 3, 3, 0, 3, 0, 3, 1, 1, 1, 3, 3, 1, 1, 0, 0, 1, 3, 1, 0, 3, 1, 3, 0, 0, 0, 3, 1, 0, 3]",38
La_Liga,2003,Barcelona,"[3, 1, 3, 1, 1, 0, 0, 3, 3, 1, 3, 0, 1, 0, 0, 3, 1, 0, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 1, 3, 3, 3, 0, 3, 0]",38
La_Liga,2003,Betis,"[0, 1, 3, 1, 3, 1, 1, 3, 0, 0, 0, 1, 0, 1, 3, 0, 0, 1, 3, 1, 3, 3, 3, 3, 1, 1, 0, 1, 0, 1, 0, 1, 3, 3, 0, 0, 3, 3]",38
La_Liga,2003,Celta,"[1, 1, 0, 1, 3, 0, 0, 3, 1, 0, 1, 0, 3, 1, 0, 1, 1, 0, 3, 1, 0, 0, 3, 3, 0, 0, 0, 0, 1, 0, 1, 1, 3, 3, 0, 3, 0, 0]",38
La_Liga,2003,Espanol,"[1, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3, 0, 0, 0, 0, 0, 3, 3, 0, 0, 3, 3, 0, 0, 3, 3, 0, 1, 3, 0, 1, 3, 3, 0, 3, 0, 3]",38
La_Liga,2003,La Coruna,"[3, 3, 3, 3, 0, 3, 3, 3, 0, 1, 3, 1, 0, 1, 3, 0, 3, 3, 1, 3, 0, 3, 3, 3, 1, 0, 0, 0, 3, 3, 1, 3, 1, 1, 3, 0, 3, 3]",38
La_Liga,2003,Malaga,"[1, 0, 0, 0, 3, 3, 0, 3, 0, 3, 3, 1, 0, 3, 0, 3, 3, 0, 0, 0, 0, 0, 0, 3, 3, 3, 0, 3, 3, 1, 1, 3, 0, 1, 0, 3, 1, 0]",38
La_Liga,2003,Mallorca,"[0, 3, 0, 1, 0, 1, 0, 0, 3, 0, 3, 3, 3, 3, 3, 0, 0, 0, 0, 1, 3, 0, 0, 1, 1, 0, 0, 3, 0, 0, 1, 3, 0, 3, 3, 3, 3, 3]",38
