Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,LOG,Arena,Notes
"Sun, Apr 4, 1976",,Philadelphia 76ers,97,Detroit Pistons,101,Box Score,,,,Cobo Arena,
"Sun, Apr 4, 1976",,Atlanta Hawks,92,Cleveland Cavaliers,120,Box Score,,,,Coliseum at Richfield,
"Sun, Apr 4, 1976",,Buffalo Braves,117,Boston Celtics,114,Box Score,,13950,,Boston Garden,
"Sun, Apr 4, 1976",,Golden State Warriors,111,Los Angeles Lakers,118,Box Score,,,,The Forum,
"Mon, Apr 5, 1976",,Washington Bullets,133,Atlanta Hawks,105,Box Score,,,,Omni Coliseum,
"Mon, Apr 5, 1976",,Milwaukee Bucks,102,Chicago Bulls,97,Box Score,,,,Chicago Stadium,
"Mon, Apr 5, 1976",,Houston Rockets,129,Philadelphia 76ers,130,Box Score,OT,,,The Spectrum,
"Tue, Apr 6, 1976",,Cleveland Cavaliers,101,Boston Celtics,92,Box Score,,11243,,Hartford Civic Center,"at Hartford, CT"
"Tue, Apr 6, 1976",,New York Knicks,106,Buffalo Braves,102,Box Score,,,,Buffalo Memorial Auditorium,
"Tue, Apr 6, 1976",,Phoenix Suns,106,Golden State Warriors,111,Box Score,OT,,,Oakland-Alameda County Coliseum Arena,
"Tue, Apr 6, 1976",,Los Angeles Lakers,104,Portland Trail Blazers,106,Box Score,,,,Memorial Coliseum,
"Wed, Apr 7, 1976",,Milwaukee Bucks,96,Detroit Pistons,106,Box Score,,,,Cobo Arena,
"Wed, Apr 7, 1976",,Chicago Bulls,114,Seattle SuperSonics,115,Box Score,,,,Seattle Center Coliseum,
"Wed, Apr 7, 1976",,New Orleans Jazz,99,Philadelphia 76ers,102,Box Score,,,,The Spectrum,
"Wed, Apr 7, 1976",,Washington Bullets,115,Houston Rockets,105,Box Score,,,,The Summit,
"Thu, Apr 8, 1976",,New Orleans Jazz,97,Cleveland Cavaliers,111,Box Score,,,,Coliseum at Richfield,
"Thu, Apr 8, 1976",,Portland Trail Blazers,106,Golden State Warriors,121,Box Score,,,,Oakland-Alameda County Coliseum Arena,
"Thu, Apr 8, 1976",,Boston Celtics,104,Kansas City Kings,131,Box Score,,8002,,Kemper Arena,
"Thu, Apr 8, 1976",,Buffalo Braves,105,New York Knicks,98,Box Score,,,,Madison Square Garden (IV),
"Thu, Apr 8, 1976",,Los Angeles Lakers,98,Phoenix Suns,113,Box Score,,,,Arizona Veterans Memorial Coliseum,
"Fri, Apr 9, 1976",,Golden State Warriors,103,Seattle SuperSonics,119,Box Score,,,,Seattle Center Coliseum,
"Fri, Apr 9, 1976",,Chicago Bulls,88,Portland Trail Blazers,100,Box Score,,,,Memorial Coliseum,
"Fri, Apr 9, 1976",,Kansas City Kings,108,Philadelphia 76ers,112,Box Score,,,,The Spectrum,
"Fri, Apr 9, 1976",,Atlanta Hawks,108,Detroit Pistons,116,Box Score,,,,Cobo Arena,
"Fri, Apr 9, 1976",,Houston Rockets,88,New Orleans Jazz,99,Box Score,,,,Louisiana Superdome,
"Fri, Apr 9, 1976",,Milwaukee Bucks,106,Boston Celtics,100,Box Score,,15320,,Boston Garden,
"Sat, Apr 10, 1976",,Philadelphia 76ers,109,Atlanta Hawks,123,Box Score,,,,Omni Coliseum,
"Sat, Apr 10, 1976",,New York Knicks,94,Cleveland Cavaliers,99,Box Score,,,,Coliseum at Richfield,
"Sat, Apr 10, 1976",,Detroit Pistons,99,Houston Rockets,110,Box Score,,,,The Summit,
"Sat, Apr 10, 1976",,Seattle SuperSonics,95,Phoenix Suns,121,Box Score,,,,Arizona Veterans Memorial Coliseum,
"Sun, Apr 11, 1976",,Portland Trail Blazers,131,Seattle SuperSonics,132,Box Score,,,,Seattle Center Coliseum,
"Sun, Apr 11, 1976",,Boston Celtics,103,Washington Bullets,99,Box Score,,15760,,Capital Centre,
"Sun, Apr 11, 1976",,Cleveland Cavaliers,78,New York Knicks,103,Box Score,,,,Madison Square Garden (IV),
"Sun, Apr 11, 1976",,Detroit Pistons,105,New Orleans Jazz,112,Box Score,,,,Louisiana Superdome,
"Sun, Apr 11, 1976",,Chicago Bulls,111,Milwaukee Bucks,77,Box Score,,,,MECCA Arena,
"Sun, Apr 11, 1976",,Kansas City Kings,98,Buffalo Braves,99,Box Score,,,,Buffalo Memorial Auditorium,
"Sun, Apr 11, 1976",,Houston Rockets,122,Atlanta Hawks,111,Box Score,,,,Omni Coliseum,
